FID	Longitude	Latitude	Elevation	v1_lat	v1_long	v2_lat	v2_long	Width	peak_east	peak_north	peak_elev	noVentInt	noVent
1052	-99.197049	-0.736397	5156	-0.73761	-99.201046	-0.743035	-99.196049	191.5	-5879587.341	-44212.45097	5177	0	Vent
1053	-99.166696	-0.591773	5152	-0.592416	-99.175547	-0.599697	-99.171264	79.8	-5878634.422	-35352.20849	5292	0	Vent
1054	-98.420026	-1.359525	5217	-1.353315	-98.430591	-1.371589	-98.412888	756.8	-5833597.264	-81232.84093	5253	0	Vent
1055	-97.359364	-1.409243	5022	-1.406745	-97.370215	-1.417452	-97.355652	199.7	-5771657.723	-83578.99591	5146	0	Vent
1056	-97.975354	-0.866458	4790	-0.871358	-97.976258	-0.873318	-97.970529	93.7	-5807315.582	-51667.93604	4798	0	Vent
1057	-97.878938	-1.073574	4917	-1.07395	-97.88135	-1.07591	-97.878787	0	-5801661.924	-63695.68843	4917	1	NoVent
1058	-97.298658	-1.532441	5191	-1.537061	-97.310519	-1.523855	-97.300882	562.2	-5767864.745	-91016.91068	5233	0	Vent
1059	-96.04204	-1.744198	5047	-1.746161	-96.058102	-1.743663	-96.045252	806.2	-5693776.834	-103433.369	5065	0	Vent
1060	-95.674232	-1.951313	4884	-1.948994	-95.683155	-1.948994	-95.673518	504.2	-5671154.26	-115608.5101	4884	0	Vent
1061	-96.204374	-2.520759	5552	-2.535602	-96.18903	-2.496554	-96.237124	380	-5704050.756	-151554.0352	5588	0	Vent
1062	-84.322628	3.70559	1173	3.70329	-84.326051	3.698769	-84.323434	0	-4998697.582	220168.1844	1174	1	NoVent
1063	-99.672947	-13.097221	7313	-13.09853	-99.66676	-13.086394	-99.690793	300.2	-5908262.189	-775913.8553	7317	0	Vent
1064	-100.468983	-11.926525	7389	-11.923788	-100.470886	-11.927357	-100.463748	329.5	-5954997.066	-706934.7905	7386	0	Vent
1065	-130.691785	20.715667	7957	20.713573	-130.693379	20.717428	-130.68931	43.6	-7746181.447	1228369.763	7955	0	Vent
1066	-136.756088	17.793271	9937	17.794734	-136.758587	17.793521	-136.755517	132.8	-8106133.46	1054686.515	9937	0	Vent
1067	-136.351343	13.828324	546	13.831314	-136.349896	13.82272	-136.353213	43.2	-8082226.944	819504.7014	532	0	Vent
1068	-115.672408	-6.072559	7681	-6.094605	-115.727171	-6.04606	-115.62013	117.9	-6859421.546	-361078.8497	7716	0	Vent
1069	-109.602511	24.595058	3179	24.598194	-109.604665	24.580229	-109.606688	113.1	-6496822.121	1457545.892	3183	0	Vent
1070	-109.571533	24.714083	3188	24.722797	-109.574448	24.694125	-109.575876	385.1	-6494954.88	1464509.344	3156	0	Vent
1071	-109.592512	24.653823	3211	24.64957	-109.59626	24.640706	-109.597985	154.9	-6496393.061	1460861.299	3215	0	Vent
1072	-90.793084	38.082492	907	38.086269	-90.806587	38.07461	-90.769884	327.9	-5380725.536	2256913.505	915	0	Vent
1073	-89.559484	37.563294	1118	37.552408	-89.572398	37.563353	-89.557883	491.2	-5309457.55	2225846.244	1141	0	Vent
1074	-113.247614	-6.349116	7207	-6.357742	-113.259274	-6.341204	-113.237859	166.4	-6712117.254	-376227.6934	7212	0	Vent
1075	-113.468174	-2.243533	8189	-2.246448	-113.474123	-2.241451	-113.462702	236.5	-6725673.239	-132988.9896	8189	0	Vent
1076	-100.50215	9.466538	3590	9.467787	-100.510716	9.466597	-100.495607	190.9	-5956888.309	561466.7792	3593	0	Vent
1077	-106.017974	3.534701	5978	3.543564	-106.013572	3.528336	-106.02083	176.9	-6283802.555	209979.5149	5984	0	Vent
1078	-106.339413	2.277346	5664	2.251826	-106.371774	2.303817	-106.313596	79.8	-6303168.851	134984.7355	5664	0	Vent
1079	-75.959444	37.45113	1891	37.451546	-75.962894	37.449642	-75.961823	90.3	-4502286.872	2219722.434	1891	0	Vent
1080	-75.965095	37.545713	1617	37.572905	-75.970925	37.496524	-75.965214	355.1	-4500017.509	2223613.073	1638	0	Vent
1081	-96.42548074	15.57272871	2558	15.55453213	-96.43747394	15.60360776	-96.40976551	216	-5715151.514	923595.9051	2611	0	Vent
1082	-113.549974	17.78581828	2306	17.77311702	-113.5824295	17.78843698	-113.5429349	586	-6729297.668	1054674.804	2319	0	Vent
1083	-86.10658041	40.35115482	1014	40.35031152	-86.11051581	40.35143592	-86.10194225	309	-5102948.033	2392052.285	1038	0	Vent
1084	-91.97307304	39.20162229	543	39.20134119	-91.97743009	39.20162229	-91.96857544	389	-5452073.475	2323584.826	557	0	Vent
1085	-90.03855325	38.9283172	884	38.9246629	-90.04670515	38.93126875	-90.0311041	362	-5337246.443	2307776.462	888	0	Vent
1086	-88.12651506	38.25815821	1082	38.25484788	-88.1364114	38.26043326	-88.11451672	329	-5222406.553	2267933.774	1096	0	Vent
1087	-92.55214053	37.66011566	635	37.65758362	-92.5585451	37.66257323	-92.54662962	462	-5484490.053	2231820.774	648	0	Vent
1088	-91.24923652	37.82860672	897	37.82458525	-91.26524793	37.8323303	-91.23449112	650	-5409531.612	2242915.045	906	0	Vent
1089	-91.42053514	37.13520956	784	37.13449339	-91.46259638	37.1367317	-91.3875542	680	-5419219.772	2201246.438	785	0	Vent
1090	-90.11573649	37.29561509	942	37.29844243	-90.12315824	37.29054945	-90.10372032	252	-5340527.101	2210555.732	950	0	Vent
1091	-90.04642839	36.96078912	884	36.96067131	-90.06834024	36.96090693	-90.02651925	180	-5337287.465	2191038.29	892	0	Vent
1092	-89.29926558	37.66227746	989	37.65791866	-89.31057492	37.66698969	-89.28748502	560	-5294117.984	2232300.888	992	0	Vent
1093	-86.20712165	36.38215054	843	36.38115114	-86.2109277	36.38287616	-86.20336416	254	-5109767.087	2156486.978	843	0	Vent
1094	-86.27290491	34.54182984	685	34.53468063	-86.28179397	34.54875762	-86.26550263	379	-5113569.674	2047953.652	702	0	Vent
1095	-86.84219323	33.98889148	819	33.98351376	-86.85105066	33.9936998	-86.8355818	332	-5148809.231	2014622.248	825	0	Vent
1096	-90.50474954	33.38679018	1317	33.38116475	-90.52680836	33.39505907	-90.48312753	183	-5365501.998	1978561.717	1323	0	Vent
1097	-92.3070757	33.21269341	930	33.20524678	-92.31933539	33.21923191	-92.29681388	302	-5472014.613	1968811.871	931	0	Vent
1098	-91.86527598	32.63677558	1084	32.63786533	-91.87161283	32.63609826	-91.8595799	447	-5445687.553	1934505.935	1086	0	Vent
1099	-83.69499697	32.32181497	824	32.31811253	-83.70787137	32.32492838	-83.68431038	468	-4960284.437	1915989.625	848	0	Vent
1100	-84.12078577	32.55581369	854	32.55194102	-84.12958192	32.56192725	-84.10948769	220	-4984369.896	1929896.367	867	0	Vent
1101	-84.59264808	30.3455131	303	30.33966751	-84.60425808	30.35001908	-84.58176878	480	-5013599.775	1798459.284	307	0	Vent
1102	-83.86386062	30.12953562	357	30.12671244	-83.86931901	30.13226307	-83.85869014	553	-4970021.968	1785844.173	368	0	Vent
1103	-84.93320055	30.40094218	311	30.39339732	-84.94954775	30.40421162	-84.92565569	590	-5035314.026	1801633.969	318	0	Vent
