	FID	Longitude	Latitude	Easting	Northing	Elevation	v1_lat	v1_long	v2_lat	v2_long	Width	peak_lat	peak_long	peak_east	peak_north	peak_elev	noVentInt	noVent	FID2017	AspectRatio	Equant	EquantInt	Length	Orientation	Prominence	clusterID	clusterName
880	880	-108.910262	-3.982801	-6455622.857	-236079.3326	6459	-3.98762	-108.917579	-3.981909	-108.882125	233.392537	-3.980588	-108.878711	-6453752.642	-235948.1637	6459	0	Vent	903	9.08224861554	NotEquant	0	2119.72904604	80.8287224316	1.0	3.0	
881	881	-106.405635	-8.726996	-6307161.837	-517290.0388	4614	-8.717978	-106.46946	-8.731848	-106.362871	2621.826074	-8.706651	-106.379223	-6305596.272	-516084.1311	4721	0	Vent	905	2.39807015742	NotEquant	0	6287.322866	97.5079100489	1.0	7.0	
882	882	-82.657324	33.659974	-4899487.896	1995184.796	1445	33.64408	-82.703867	33.663877	-82.626011	507.462796	33.659189	-82.637194	-4898294.682	1995138.252	1471	0	Vent	907	7.90076934933	NotEquant	0	4009.34650456	72.9918350665	207.0	5.0	
883	883	-82.83765	33.592555	-4910176.631	1991188.557	1369	33.587321	-82.852593	33.592079	-82.826133	372.014541	33.590342	-82.833367	-4909922.756	1991057.388	1386	0	Vent	908	3.58634876949	NotEquant	0	1334.17389135	77.8115313782	153.0	5.0	
884	884	-84.631207	30.816745	-5016489.183	1826653.249	340	30.80618	-84.64634	30.817792	-84.623307	438.457803	30.816959	-84.621213	-5015896.808	1826665.943	350	0	Vent	909	3.09535136978	NotEquant	0	1357.18096111	59.5811844988	101.0	5.0	
885	885	-84.571098	30.851673	-5012926.272	1828723.59	226	30.840445	-84.589043	30.851676	-84.559918	412.713078	30.840432	-84.59654	-5014434.291	1828057.252	263	0	Vent	910	3.92973477771	NotEquant	0	1621.85293583	65.8054732933	9.0	5.0	
886	886	-102.222954	-2.04432	-6059234.676	-121176.4546	5559	-2.021953	-102.228189	-2.071446	-102.226666	317.466529	-2.034988	-102.216339	-6058842.58	-120623.2886	5557	0	Vent	911	9.22843722971	NotEquant	0	2929.71993541	178.23859969	1.0	3.0	
887	887	-98.802502	-0.097628	-5856488.408	-5786.885406	4515	-0.094107	-98.816493	-0.110477	-98.792127	379.459706	-0.105248	-98.800325	-5856359.355	-6238.571871	4550	0	Vent	912	4.5770287473	NotEquant	0	1736.7979828	123.894761836	161.0	3.0	
888	888	-98.860986	-0.040769	-5859955.025	-2416.563574	4632	-0.042901	-98.869983	-0.051467	-98.859894	416.088343	-0.050834	-98.864127	-5860141.2	-3013.170521	4705	0	Vent	913	1.88197652322	NotEquant	0	783.068493111	130.332719411	288.0	3.0	
889	889	-83.124476	3.325923	-4927178.193	197143.075	1051	3.323353	-83.138277	3.322211	-83.115244	114.596488	3.325566	-83.128188	-4927398.219	197121.9187	1058	0	Vent	914	11.8866776289	NotEquant	0	1362.17151026	92.8425642477	32.0	10.0	
890	890	-83.06518	3.433956	-4923663.429	203546.6865	1025	3.429102	-83.049476	3.429102	-83.055377	264.453434	3.426318	-83.058898	-4923291.079	203093.9422	1045	0	Vent	915	1.31787797949	Equant	1	348.517357269		50.0	10.0	
891	891	-94.843637	5.339288	-5621827.878	316484.6542	3655	5.344332	-94.85325	5.339002	-94.838592	445.75202	5.339787	-94.847206	-5622039.441	316514.273	3658	0	Vent	916	2.06231869745	NotEquant	0	919.282725273	110.062015167	15.0	3.0	
892	892	-112.753061	-6.759334	-6683403.566	-400657.4843	7127	-6.7383	-112.751633	-6.740013	-112.742496	300.23198	-6.745985	-112.76077	-6683860.542	-399866.2397	7136	0	Vent	917	1.81977174584	NotEquant	0	546.353674401	100.691235555	45.0	4.0	
893	893	-112.300352	-6.868721	-6656569.385	-407141.3416	7085	-6.77127	-112.462473	-6.899761	-112.238804	146.712744	-6.894633	-112.245386	-6653311.319	-408677.2871	7093	0	Vent	918	103.470859075	NotEquant	0	15180.4936589	120.066176221	2.0	4.0	
894	894	-111.425259	-7.279259	-6604698.527	-431475.8676	7010	-7.28701	-111.446734	-7.280376	-111.425175	414.966305	-7.292037	-111.417407	-6604233.089	-432233.2623	7014	0	Vent	919	3.19246295663	NotEquant	0	1324.76455696	72.7665887005	6.0	4.0	
895	895	-110.95556	-7.172648	-6576857.261	-425156.5142	6952	-7.15463	-110.917403	-7.196508	-111.019244	797.950471	-7.184182	-110.957511	-6576972.916	-425840.2145	6970	0	Vent	920	8.11018656655	NotEquant	0	6471.52719068	-112.518191767	4.0	4.0	
896	896	-113.615774	-8.440566	-6734540.621	-500312.0162	7162	-8.445682	-113.626124	-8.446396	-113.609706	141.041831	-8.442065	-113.622341	-6734929.897	-500400.8726	7177	0	Vent	921	6.81919178358	NotEquant	0	961.791295097	92.5186322678	86.0	4.0	
897	897	-113.387614	-8.390025	-6721016.536	-497316.1746	7115	-8.404182	-113.414621	-8.4068	-113.363939	265.040457	-8.401803	-113.378049	-6720449.548	-498014.3316	7128	0	Vent	922	11.2077803005	NotEquant	0	2970.51521281	92.9927636855	26.0	4.0	
898	898	-113.130574	-8.457895	-6705780.542	-501339.1619	7070	-8.462165	-113.148576	-8.460499	-113.119308	784.545187	-8.471958	-113.128575	-6705662.067	-502172.7191	7195	0	Vent	924	2.18684035502	NotEquant	0	1715.67507527	86.7084925474	61.0	4.0	
899	899	-113.056927	-8.44201	-6701415.172	-500397.6117	7191	-8.450695	-113.087503	-8.443081	-113.044673	656.119338	-8.44112	-113.066614	-6701989.337	-500344.817	7209	0	Vent	925	3.88157969964	NotEquant	0	2546.77950292	79.8145941518	118.0	4.0	
900	900	-112.781114	-8.371252	-6685066.437	-496203.4334	7050	-8.387075	-112.820732	-8.367088	-112.743162	1127.301157	-8.39488	-112.785968	-6685354.162	-497603.9788	7143	0	Vent	926	4.16220562683	NotEquant	0	4692.0592188	75.4076754255	43.0	4.0	
901	901	-112.560175	-8.325043	-6671970.329	-493464.3782	6814	-8.337059	-112.617877	-8.32302	-112.494145	1170.121362	-8.308125	-112.525911	-6669939.327	-492461.5708	7104	0	Vent	927	6.2310160215	NotEquant	0	7291.04495372	83.4672738616	6.0	4.0	
902	902	-112.563063	-8.459339	-6672141.52	-501424.7574	7064	-8.471117	-112.610771	-8.433046	-112.500602	771.813487	-8.470975	-112.552213	-6671498.369	-502114.4519	7094	0	Vent	928	8.84888450385	NotEquant	0	6829.68840497	70.7505529316	4.0	4.0	
903	903	-112.282918	-8.277389	-6655535.998	-490639.7275	7101	-8.286074	-112.323964	-8.271797	-112.251628	727.821035	-8.268894	-112.246227	-6653361.133	-490136.2082	7193	0	Vent	929	5.93373366369	NotEquant	0	4318.69617652	78.7256301574	102.0	4.0	
904	904	-111.910354	-8.290385	-6633452.365	-491410.0868	7094	-8.304067	-111.95711	-8.280749	-111.876208	902.290589	-8.301593	-111.87923	-6631607.538	-492074.3938	7111	0	Vent	930	5.46774118424	NotEquant	0	4933.49141363	73.7665522668	41.0	4.0	
905	905	-109.426846	-5.687901	-6486243.207	-337148.6317	6813	-5.694207	-109.432438	-5.697062	-109.426251	371.596547	-5.684201	-109.433669	-6486647.645	-336929.3117	6814	0	Vent	931	1.08052351114	Equant	1	401.51880569		1.0	3.0	
906	906	-109.5429	-5.714402	-6493122.275	-338719.4424	6737	-5.722047	-109.551887	-5.720857	-109.543797	331.944954	-5.715282	-109.535405	-6492677.993	-338771.6279	6737	0	Vent	932	1.45039086496	Equant	1	481.44992895		1.0	3.0	
907	907	-100.052967	-1.806889	-5930609.334	-107102.7967	5868	-1.813881	-100.053666	-1.804081	-100.050199	260.307211	-1.806675	-100.066387	-5931404.81	-107090.103	5928	0	Vent	934	2.36265035521	NotEquant	0	615.014924532	19.4736082599	121.0	3.0	
908	908	-99.508721	-1.99515	-5898349.35	-118261.9105	6180	-1.996884	-99.504726	-1.994622	-99.502465	139.379198	-1.995792	-99.50401	-5898070.087	-118299.9918	6230	0	Vent	935	1.3572474809	Equant	1	189.172065376		100.0	3.0	
909	909	-99.2965	-1.919846	-5885769.986	-113798.265	6105						-1.92577	-99.293073	-5885566.885	-114149.4592	6118	1	NoVent	936			0			30.0	3.0	
910	910	-99.564749	-1.588665	-5901670.399	-94167.62811	5925	-1.590078	-99.567054	-1.588739	-99.563485	114.596488	-1.58117	-99.574315	-5902237.387	-93723.34634	6005	0	Vent	937	1.96744346673	NotEquant	0	225.462111626	69.4279558819	203.0	3.0	
911	911	-99.385314	-1.212429	-5891034.402	-71866.34357	5940	-1.208934	-99.390444	-1.225888	-99.386429	821.320824	-1.214791	-99.386577	-5891109.295	-72006.39811	5940	0	Vent	938	1.25510514964	Equant	1	1030.84399571		206.0	3.0	
912	912	-99.503008	-1.119817	-5898010.701	-66376.79661	5977	-1.116322	-99.50799	-1.125542	-99.502041	225.777092	-1.112179	-99.511146	-5898493.064	-65924.05233	5997	0	Vent	939	2.87530688017	NotEquant	0	649.178426011	147.173822448	379.0	3.0	
913	913	-98.98496	-0.86031	-5867303.548	-50994.62856	5193	-0.858154	-98.988752	-0.872431	-98.977896	144.578627	-0.863267	-98.972943	-5866591.287	-51169.87304	5205	0	Vent	940	7.33956877846	NotEquant	0	1061.14477676	142.754458375	10.0	3.0	
914	914	-99.085289	-0.894075	-5873250.557	-52996.02589	5276	-0.899801	-99.087446	-0.896975	-99.087	193.932518	-0.900428	-99.097032	-5873946.598	-53372.60758	5286	0	Vent	941	0.872849902445	Equant	1	169.273979417		1.0	3.0	
915	915	-99.202984	-0.936522	-5880226.856	-55512.06825	5319	-0.936448	-99.208114	-0.944627	-99.204991	153.949356	-0.940877	-99.198986	-5879989.906	-55770.1748	5348	0	Vent	942	3.36469321531	NotEquant	0	517.992353635	159.104165682	3.0	3.0	
916	916	-98.363688	-0.466709	-5830477.837	-27664.05397	4609	-0.475855	-98.379972	-0.466932	-98.352608	446.883703	-0.471778	-98.370826	-5830900.962	-27964.47307	4646	0	Vent	943	3.81058379182	NotEquant	0	1702.88779548	71.9391516816	77.0	3.0	
917	917	-90.872618	-1.089119	-5386446.928	-64557.19459	4105	-1.100899	-90.883308	-1.085195	-90.864273	174.530362	-1.082394	-90.870474	-5386319.86	-64158.56524	4124	0	Vent	944	8.36466868536	NotEquant	0	1459.88865367	50.4722082568	465.0	10.0	
918	918	-86.185897	-0.936972	-5108642.985	-55538.71752	3100	-0.928644	-86.261802	-0.92674	-86.148064	328.059669	-0.918198	-86.136238	-5105699.442	-54425.89747	3149	0	Vent	945	20.5132154326	NotEquant	0	6729.55866495	89.0417405491	445.0	10.0	
919	919	-106.635474	2.980555	-6320785.449	176671.4969	5800	2.972941	-106.638389	2.980971	-106.629763	518.295748	2.979913	-106.628478	-6320370.786	176633.4156	5809	0	Vent	946	1.34437056663	Equant	1	696.781548419		53.0	3.0	
920	920	-106.663772	2.932963	-6322462.81	173850.4797	5789	2.933781	-106.664738	2.928278	-106.665333	230.713624	2.935318	-106.65906	-6322183.547	173990.1111	5789	0	Vent	947	1.4194517125	Equant	1	327.486848684		39.0	3.0	
921	921	-105.933722	5.202007	-6279189.31	308347.3916	6304	5.18483	-105.948073	5.207733	-105.929929	374.823808	5.214956	-105.924682	-6278653.464	309114.9413	6307	0	Vent	948	4.60498160771	NotEquant	0	1726.05674197	38.27102474	1.0	3.0	
922	922	-106.37623	5.291583	-6305418.84	313656.958	6252	5.310395	-106.381807	5.276637	-106.37913	194.132758	5.308215	-106.377086	-6305469.615	314642.8404	6259	0	Vent	949	10.3205927905	NotEquant	0	2003.56514262	175.485082201	1.0	3.0	
923	923	-107.220407	6.962687	-6355457.171	412711.1456	6723	6.974361	-107.23803	6.934505	-107.197876	310.537353	6.949338	-107.20513	-6354551.683	411919.9009	6749	0	Vent	950	10.7395470424	NotEquant	0	3335.03051097	134.99571481	1.0	3.0	
924	924	-85.25829	32.666651	-5053659.349	1936305.848	873	32.630334	-85.294156	32.647585	-85.273187	276.800209	32.644321	-85.270118	-5054360.468	1934982.241	889	0	Vent	952	5.27665594723	NotEquant	0	1460.57946901	45.6618308892	1.0	5.0	
925	925	-84.721603	33.789821	-5021847.368	2002881.431	642	33.782906	-84.728369	33.789896	-84.718256	363.45648	33.786181	-84.70704	-5020984.192	2002665.637	648	0	Vent	953	1.77958432046	NotEquant	0	646.801452976	50.2489292099	76.0	5.0	
926	926	-84.595547	33.89401	-5014375.484	2009057.171	552	33.879956	-84.612129	33.900776	-84.582386	415.808118	33.887799	-84.597332	-5014481.266	2008689.052	553	0	Vent	954	4.59556500046	NotEquant	0	1910.87323399	49.8520557287	34.0	5.0	
927	927	-86.963639	36.399807	-5154743.393	2157587.548	1035	36.385242	-86.962048	36.403683	-86.937658	203.413422	36.370968	-86.980022	-5155714.466	2155878.121	1075	0	Vent	955	7.83467272808	NotEquant	0	1593.67758987	46.7856122482	12.0	5.0	
928	928	-75.978495	37.38669	-4503602.32	2216084.77	1737	37.384875	-75.985544	37.382765	-75.979965	285.448597	37.385965	-75.988084	-4504170.718	2216041.752	1740	0	Vent	956	1.01762948544	Equant	1	290.480908885		1.0	11.0	
929	929	-125.25346	8.388502	-7424360.967	497225.9074	1580	8.386458	-125.259978	8.389473	-125.246861	172.602012	8.388716	-125.253603	-7424369.43	497238.6012	1580	0	Vent	957	4.56679586623	NotEquant	0	788.238154905	76.9190228936	1.0	8.0	
930	930	-125.306504	8.378332	-7427505.141	496623.0822	1524	8.375151	-125.311086	8.377111	-125.302644	112.833465	8.379471	-125.315476	-7428036.925	496690.613	1524	0	Vent	958	4.49850515624	NotEquant	0	507.581924099	76.7924420449	1.0	8.0	
931	931	-125.123542	8.443289	-7416660.115	500473.3873	1797	8.44026	-125.125596	8.452395	-125.101801	117.801596	8.450213	-125.104126	-7415509.214	500883.819	1840	0	Vent	959	13.3002768287	NotEquant	0	1566.79383766	62.7238408843	1.0	8.0	
932	932	-126.658572	9.115353	-7507648.529	540309.7848	717	9.135251	-126.698603	9.093908	-126.563866	284.107406	9.137851	-126.699907	-7510098.655	541643.3353	783	0	Vent	960	29.0122983849	NotEquant	0	8242.60883623	107.252793622	1.0	8.0	
933	933	-123.07039	6.931417	-7294960.151	410857.6287	4958	6.927401	-123.068308	6.927401	-123.063549	214.383584	6.92592	-123.073388	-7295137.864	410531.8221	4958	0	Vent	961	1.30382458763	Equant	1	279.518588004		320.0	8.0	
934	934	-123.292911	6.411507	-7308150.027	380040.1623	4887	6.406697	-123.293632	6.405793	-123.296949	137.267835	6.410294	-123.293054	-7308158.489	379968.231	4887	0	Vent	962	1.47326355731	Equant	1	202.231698897		130.0	8.0	
935	935	-123.037116	6.415667	-7292987.833	380286.702	5029	6.406847	-123.034251	6.406696	-123.023698	496.467246	6.410313	-123.035403	-7292886.283	379969.3579	5087	0	Vent	963	1.24993269811	Equant	1	620.550644317		636.0	8.0	
936	936	-123.024638	6.363676	-7292248.214	377204.9554	5051	6.373981	-123.027166	6.351668	-123.023246	695.186016	6.356483	-123.026723	-7292371.767	376778.6141	5055	0	Vent	964	1.92776852392	NotEquant	0	1340.15771991	170.0957682	318.0	8.0	
937	937	-123.207646	6.05381	-7303095.962	358837.7454	4638	6.057956	-123.208099	6.039261	-123.202671	446.370101	6.050693	-123.214499	-7303502.163	358652.9806	4645	0	Vent	965	2.5792573788	NotEquant	0	1151.30337668	163.894771468	53.0	8.0	
938	938	-122.887382	5.897837	-7284112.403	349592.5055	4994	5.895349	-122.882558	5.886605	-122.876075	514.599776	5.895196	-122.893949	-7284501.678	349435.949	5041	0	Vent	966	1.24919312257	Equant	1	642.834501056		461.0	8.0	
939	939	-122.860347	5.837528	-7282509.894	346017.6794	4712	5.827205	-122.856476	5.840321	-122.85723	471.341458	5.840026	-122.862488	-7282636.832	346165.7733	4712	0	Vent	967	1.64911856041	NotEquant	0	777.297946679	-3.2731026404	1.0	8.0	
940	940	-122.83955	5.783457	-7281277.196	342812.6628	4580	5.787452	-122.835329	5.773733	-122.832766	618.529138	5.785527	-122.838837	-7281234.883	342935.3692	4580	0	Vent	968	1.3347954019	Equant	1	825.609849346		1.0	8.0	
941	941	-122.814595	5.70859	-7279797.957	338374.9477	4465						5.71323	-122.816022	-7279882.583	338649.9793	4472	1	NoVent	969			0			1.0	8.0	
942	942	-122.635746	5.795935	-7269196.749	343552.282	5020	5.792991	-122.63116	5.785139	-122.635086	500.807747	5.792723	-122.643884	-7269679.112	343361.8756	5121	0	Vent	970	1.03609367365	Equant	1	518.883738382		687.0	8.0	
943	943	-122.565038	5.864563	-7265005.574	347620.1876	5023	5.860101	-122.570392	5.847609	-122.562183	855.304459	5.855783	-122.559185	-7264658.611	347099.7433	5115	0	Vent	971	1.03241018486	Equant	1	883.025034627		688.0	8.0	
944	944	-122.997603	5.783457	-7290645.706	342812.6628	4552	5.783279	-122.991178	5.773642	-122.987609	535.216119	5.777595	-122.988037	-7290078.717	342465.1922	4573	0	Vent	972	1.13536050423	Equant	1	607.663242742		45.0	8.0	
945	945	-122.95393	5.702351	-7288057.038	338005.1381	4858	5.702173	-122.94822	5.689324	-122.951432	588.683666	5.700138	-122.964924	-7288708.652	337873.9692	4919	0	Vent	973	1.33076404296	Equant	1	783.39905539		447.0	8.0	
946	946	-122.966408	5.565095	-7288796.658	329869.3269	4920	5.572254	-122.969635	5.55298	-122.96214	999.070089	5.567451	-122.96441	-7288678.182	330008.9584	4920	0	Vent	974	1.22394899328	Equant	1	1222.81082965		513.0	8.0	
947	947	-122.55464	5.791776	-7264389.224	343305.7423	5352	5.797308	-122.556068	5.783745	-122.55464	499.662461	5.793417	-122.550357	-7264135.349	343403.0612	5352	0	Vent	975	1.61482607602	NotEquant	0	806.867971231	174.020048061	851.0	8.0	
948	948	-123.224283	6.311685	-7304082.121	374123.2087	4790	6.315933	-123.222572	6.309902	-123.221065	142.724298	6.324165	-123.229827	-7304410.748	374862.9732	4803	0	Vent	976	2.57611882948	NotEquant	0	367.674751502	166.052121492	31.0	8.0	
949	949	-123.386495	6.619471	-7313697.17	392367.1489	4776	6.619848	-123.384686	6.610953	-123.383781	128.649944	6.621541	-123.385781	-7313654.858	392489.8553	4776	0	Vent	977	4.11168790869	NotEquant	0	528.968419198	174.228937707	60.0	8.0	
950	950	-123.020479	6.085004	-7292001.674	360686.7934	4625	6.090356	-123.015051	6.077542	-123.014599	411.07488	6.082449	-123.033357	-7292764.993	360535.3145	4645	0	Vent	978	1.84547358315	NotEquant	0	758.627831735	177.991136079	2.0	8.0	
951	951	-123.037116	6.041332	-7292987.833	358098.1262	4675	6.039749	-123.032442	6.035678	-123.031538	227.834656	6.036092	-123.041884	-7293270.481	357787.5521	4678	0	Vent	979	1.08267312269	Equant	1	246.670458467		22.0	8.0	
952	952	-123.340743	6.124517	-7310985.233	363028.9208	4617	6.124141	-123.339537	6.117658	-123.338783	280.60898	6.121591	-123.340457	-7310968.308	362855.4394	4617	0	Vent	980	1.37605616291	Equant	1	386.133716298		1.0	8.0	
953	953	-123.290832	6.147393	-7308026.757	364384.8894	4663	6.145549	-123.289031	6.140574	-123.28677	254.3347	6.144824	-123.28411	-7307628.313	364232.5642	4669	0	Vent	981	1.27001900266	Equant	1	323.009902036		1.0	8.0	
954	954	-120.203639	6.512988	-7125034.355	386055.4063	4452	6.517436	-120.215851	6.502058	-120.200624	441.516559	6.504351	-120.206495	-7125203.605	385543.4245	4462	0	Vent	982	2.89085674245	NotEquant	0	1276.36112149	135.467108834	65.0	8.0	
955	955	-120.125121	6.512988	-7120380.205	386055.4063	4434	6.505978	-120.135042	6.513214	-120.12464	463.402645	6.51206	-120.136971	-7121082.593	386000.4	4439	0	Vent	983	1.61083112238	NotEquant	0	746.463402758	55.0016456888	39.0	8.0	
956	956	-117.021545	8.026962	-6936416.699	475795.7172	2837	8.010604	-117.025917	8.035329	-117.019887	597.938688	8.042852	-117.020089	-6936330.381	476737.5946	2845	0	Vent	984	2.51689583759	NotEquant	0	1504.94939496	13.5763115128	1.0	8.0	
957	957	-116.478991	7.587952	-6904256.98	449773.5661	2856	7.591194	-116.487283	7.567825	-116.467081	1820.572944	7.590736	-116.457862	-6903004.529	449938.585	2863	0	Vent	985	1.00017012066	Equant	1	1820.88266107		1.0	8.0	
958	958	-121.015869	10.145649	-7173179.008	601380.3048	2532	10.077279	-120.91727	10.185828	-121.071651	183.359812	10.137726	-120.972039	-7170581.018	600910.6355	2551	0	Vent	986	60.2634658219	NotEquant	0	11049.8977636	-54.4496651504	9.0	8.0	
959	959	-109.745369	20.060148	-6505123.537	1189059.222	2710	20.057359	-109.758033	20.061128	-109.737077	593.111116	20.067073	-109.778348	-6507078.377	1189469.654	2730	0	Vent	987	1.99935379375	NotEquant	0	1185.83895989	79.1572951636	59.0	2.0	
960	960	-108.038645	20.255985	-6403957.984	1200667.385	2118	20.267311	-108.04169	20.225242	-108.043404	187.664619	20.247348	-108.043213	-6404228.784	1200155.403	2118	0	Vent	989	13.2731471968	NotEquant	0	2490.90011162	-177.810623053	1.0	2.0	
961	961	-107.285325	19.904208	-6359305.161	1179815.92	1910	19.921291	-107.291387	19.86347	-107.282464	620.742907	19.904851	-107.300886	-6360227.575	1179854.002	1918	0	Vent	990	5.56898534504	NotEquant	0	3456.90815212	171.741737822	1.0	2.0	
962	962	-104.985472	24.763858	-6222982.099	1467870.183	2006	24.756094	-104.98698	24.761521	-104.984266	287.774617	24.769925	-105.00289	-6224014.525	1468229.84	2016	0	Vent	992	1.22545978012	Equant	1	352.656218873		4.0	2.0	
963	963	-105.00459	24.443229	-6224115.288	1448864.997	2014	24.43848	-105.008208	24.449335	-105.006851	330.647186	24.449296	-105.00359	-6224056.05	1449224.654	2026	0	Vent	993	1.95495367381	NotEquant	0	646.399931006	6.49240727818	58.0	2.0	
964	964	-117.601886	27.288553	-6970816.226	1617520.739	2170	27.297524	-117.592087	27.274306	-117.643647	844.857147	27.285627	-117.580185	-6969529.924	1617347.258	2184	0	Vent	994	3.59747898269	NotEquant	0	3039.35582971	-116.859043322	78.0	2.0	
965	965	-120.55497	26.346522	-7145859.401	1561682.103	1365	26.377503	-120.545171	26.309509	-120.572911	237.446328	26.387139	-120.542978	-7145148.551	1564089.687	1386	0	Vent	995	18.0395399837	NotEquant	0	4283.42252793	-159.910994911	17.0	2.0	
966	966	-127.59558	15.809565	-7563189.382	937107.1619	1077	15.829691	-127.642165	15.775718	-127.557587	331.732266	15.762237	-127.518342	-7558611.165	934301.8399	1102	0	Vent	996	17.4169775565	NotEquant	0	5777.7734317	123.541238153	6.0	0.0	
967	967	-124.471416	15.709842	-7378005.507	931196.1068	1171	15.672528	-124.493276	15.730119	-124.456038	320.342581	15.683215	-124.495686	-7379444.134	929617.8487	1184	0	Vent	997	12.5293344937	NotEquant	0	4013.67934991	31.8958539346	9.0	0.0	
968	968	-123.563557	14.775677	-7324192.474	875823.7669	1246	14.784346	-123.576975	14.75163	-123.563105	127.949926	14.746052	-123.558417	-7323887.824	874067.7961	1266	0	Vent	998	16.3504278007	NotEquant	0	2092.03602717	157.707214714	1.0	0.0	
969	969	-123.464677	15.404609	-7318331.373	913103.5558	1180	15.400765	-123.478396	15.397297	-123.456837	196.60103	15.403158	-123.46363	-7318269.315	913017.5203	1180	0	Vent	999	6.34168279388	NotEquant	0	1246.78136921	99.4697274845	3.0	0.0	
970	970	-123.516695	14.998849	-7321414.764	889052.222	1215	14.999226	-123.527701	14.979928	-123.508404	145.474222	15.004345	-123.50299	-7320602.363	889378.0286	1214	0	Vent	1000	10.9123937638	NotEquant	0	1587.47199295	135.990565455	1.0	0.0	
971	971	-122.157409	15.386323	-7240843.461	912019.6435	1906	15.398309	-122.160424	15.368608	-122.157107	334.966418	15.372546	-122.156838	-7240809.611	911203.0113	1911	0	Vent	1001	5.2765508958	NotEquant	0	1767.46735296	173.853717317	1.0	0.0	
972	972	-121.279519	15.431298	-7188806.812	914685.4918	2058	15.443886	-121.276805	15.394738	-121.288263	403.229218	15.427086	-121.293082	-7189610.75	914435.8477	2070	0	Vent	1002	7.3914684176	NotEquant	0	2980.4560299	-167.332209021	36.0	0.0	
973	973	-121.022116	15.194616	-7173549.344	900656.2854	2062	15.22605	-121.02679	15.17253	-121.023926	466.836576	15.213461	-121.034632	-7174291.224	901773.2803	2072	0	Vent	1003	6.7921396597	NotEquant	0	3170.81922245	177.04344952	3.0	0.0	
974	974	-120.964717	15.031983	-7170146.982	891016.2592	2095	15.03236	-120.96532	15.020902	-120.970747	343.9067	15.027486	-120.964145	-7170113.132	890749.6901	2097	0	Vent	1004	2.16772738213	NotEquant	0	745.495970487	-155.417719874	14.0	0.0	
975	975	-121.077125	15.37997	-7176809.941	911643.08	2039	15.376729	-121.077878	15.369643	-121.081497	312.774365	15.378899	-121.080408	-7177004.579	911579.6112	2044	0	Vent	1005	1.49415869631	Equant	1	467.334537446		7.0	0.0	
976	976	-121.139308	15.058292	-7180495.833	892575.6752	2146	15.061382	-121.138554	15.035753	-121.146544	233.888244	15.052305	-121.136947	-7180355.92	892220.814	2146	0	Vent	1006	6.77081668345	NotEquant	0	1583.61442454	-163.243759767	52.0	0.0	
977	977	-121.428699	14.911204	-7197649.409	883857.1221	2200	14.950026	-121.414527	14.919722	-121.425081	456.457289	14.871015	-121.44783	-7198783.386	881474.9256	2227	0	Vent	1007	4.14448488707	NotEquant	0	1891.78033585	-161.400241787	9.0	0.0	
978	978	-121.626011	14.222405	-7209345.029	843028.7758	2241	14.23341	-121.629128	14.209616	-121.627606	466.836576	14.224333	-121.644797	-7210458.555	843143.0197	2250	0	Vent	1008	3.02143256343	NotEquant	0	1410.51523253	176.451710027	71.0	0.0	
979	979	-120.741096	15.504337	-7156891.946	919014.8647	1945	15.469787	-120.759751	15.50881	-120.741286	208.431117	15.487561	-120.752946	-7157594.334	918020.5198	1963	0	Vent	1009	12.1746525758	NotEquant	0	2537.57643545	24.510362374	1.0	0.0	
980	980	-122.605635	13.383429	-7267411.914	793298.7271	2264	13.384096	-122.602399	13.375149	-122.613249	406.483903	13.371365	-122.598354	-7266980.326	792583.6451	2269	0	Vent	1010	2.01410174621	NotEquant	0	818.699938837	-130.283822803	16.0	0.0	
981	981	-122.425839	14.61007	-7256754.547	866007.4865	2044	14.619683	-122.43212	14.59151	-122.428504	494.418567	14.588298	-122.425125	-7256712.235	864716.9538	2055	0	Vent	1011	3.39734433455	NotEquant	0	1679.71011749	172.919541949	22.0	0.0	
982	982	-126.333614	18.210263	-7488386.742	1079407.813	987	18.220381	-126.338527	18.180674	-126.340312	1090.82791	18.199198	-126.354601	-7489630.731	1078751.968	1121	0	Vent	1012	2.15567635603	NotEquant	0	2351.47193408	-177.554379862	6.0	0.0	
983	983	-127.044731	14.424386	-7530538.024	855001.1116	1084	14.439927	-127.092469	14.372112	-126.97543	204.173023	14.425028	-127.041733	-7530360.312	855039.1929	1084	0	Vent	1013	38.279433879	NotEquant	0	7815.6277338	120.874663476	1.0	0.0	
984	984	-127.215573	16.646021	-7540664.597	986687.8419	1153	16.643567	-127.286213	16.637172	-127.194604	350.348321	16.652517	-127.238558	-7542027.061	987072.8861	1147	0	Vent	1014	14.8622718347	NotEquant	0	5206.97198355	94.1540210214	1.0	0.0	
985	985	-127.392712	16.693028	-7551164.493	989474.2092	1137	16.693251	-127.444168	16.680759	-127.383641	203.781511	16.668829	-127.371726	-7549920.504	988039.8138	1146	0	Vent	1015	17.2198640071	NotEquant	0	3509.08990658	102.150421733	3.0	0.0	
986	986	-126.988679	16.125917	-7527215.514	955858.8416	1186	16.128073	-126.999981	16.112904	-126.97232	191.872869	16.121134	-126.980398	-7526724.688	955575.3475	1188	0	Vent	1016	9.43534212157	NotEquant	0	1810.38616286	119.715383015	1.0	0.0	
