	FID	Longitude	Latitude	Elevation	v1_lat	v1_long	v2_lat	v2_long	Width	peak_east	peak_north	peak_elev	noVentInt	noVent	Orientation	Length	AspectRatio	EquantInt	Equant	Prominence	clusterID	clusterName
843	843	-105.789	4.63155	6229	4.62748	-105.794	4.64732	-105.788	151.9	-6.27042e+06	275418	6230	0	Vent	16.0047	1221.51	8.04154	0	NotEquant	0	3	East Pavonis
844	844	-106.434	2.28975	5674	2.27355	-106.44	2.30496	-106.427	85.9	-6.30837e+06	136803	5680	0	Vent	22.6778	2014.08	23.4468	0	NotEquant	0	3	East Pavonis
845	845	-105.547	3.8619	5958	3.86326	-105.558	3.85412	-105.537	649.6	-6.25648e+06	229061	5960	0	Vent	-66.2825	1343.99	2.06896	0	NotEquant	0	3	East Pavonis
846	846	-106.834	2.34155	5630	2.31307	-106.859	2.36404	-106.813	112	-6.33337e+06	137785	5628	0	Vent	41.8467	4048.22	36.1448	0	NotEquant	0	3	East Pavonis
847	847	-106.069	3.45772	5942	3.39198	-106.11	3.51785	-106.034	214.5	-6.28663e+06	205882	5952	0	Vent	31.1221	8699.86	40.5588	0	NotEquant	0	3	East Pavonis
848	848	-101.547	4.33504	4642	4.39244	-101.532	4.27442	-101.556	291.5	-6.01841e+06	257707	4646	0	Vent	11.1022	7116.06	24.4119	0	NotEquant	0	3	East Pavonis
849	849	-100.896	4.77919	4427	4.72675	-100.921	4.81565	-100.881	396.4	-5.98236e+06	279911	4450	0	Vent	24.1367	5763.65	14.54	0	NotEquant	0	3	East Pavonis
850	850	-100.961	4.59557	4456	4.57625	-100.971	4.60727	-100.958	350.7	-5.98371e+06	273040	4461	0	Vent	23.1739	1996.96	5.6942	0	NotEquant	0	3	East Pavonis
851	851	-100.782	4.9479	4414	4.94895	-100.787	4.95066	-100.783	148.1	-5.97309e+06	292917	4417	0	Vent	68.5624	277.31	1.87245	0	NotEquant	0	3	East Pavonis
852	852	-98.8975	6.09226	3964	6.01923	-99.0008	6.16557	-98.7944	303.8	-5.86661e+06	357257	3987	0	Vent	54.5017	14914.6	49.0934	0	NotEquant	0	3	East Pavonis
853	853	-98.9847	5.88544	4022	5.86268	-99.0032	5.90908	-98.9661	353.3	-5.86567e+06	348447	4029	0	Vent	38.5552	3510.64	9.9367	0	NotEquant	0	3	East Pavonis
854	854	-89.3074	2.59688	2504	2.57977	-89.3224	2.5994	-89.2966	555.1	-5.29466e+06	153045	2517	0	Vent	52.7863	1920.53	3.45979	0	NotEquant	0	9	Fortuna
855	855	-88.7112	0.352405	2760	0.291877	-88.7524	0.396574	-88.6718	629.8	-5.2571e+06	22957.8	2771	0	Vent	37.5915	7817.7	12.413	0	NotEquant	0	9	Fortuna
856	856	-88.5446	-1.8967	3283	-1.90428	-88.5543	-1.90518	-88.54	820	-5.24755e+06	-112735	3306	0	Vent		845.845	1.03152	1	Equant	0	9	Fortuna
857	857	-91.7724	-2.5993	4112	-2.81717	-92.0398	-2.41742	-91.5087	1077.2	-5.43538e+06	-151143	4120	0	Vent	53.0152	39303.4	36.4867	0	NotEquant	0	9	Fortuna
858	858	-92.2984	-2.75346	4324						-5.46973e+06	-162335	4330	1	NoVent				0		0	9	Fortuna
859	859	-87.0781	3.44292	1730	3.44813	-87.0911	3.43296	-87.0738	705.7	-5.16175e+06	203984	1731	0	Vent	-48.6237	1357.77	1.92401	0	NotEquant	0	9	Fortuna
860	860	-103.761	3.41053	5358	3.41225	-103.755	3.43533	-103.737	300.9	-6.15036e+06	199852	5361	0	Vent	38.027	1733.66	5.76157	0	NotEquant	0	3	East Pavonis
861	861	-103.852	3.24125	5369	3.22066	-103.861	3.25064	-103.838	364.4	-6.15596e+06	192365	5370	0	Vent	37.2596	2228.79	6.11632	0	NotEquant	0	3	East Pavonis
862	862	-103.986	2.94572	5364	2.93319	-104	2.94728	-103.99	407.5	-6.16387e+06	174772	5364	0	Vent	33.4736	999.212	2.45205	0	NotEquant	0	3	East Pavonis
863	863	-104.232	2.51247	5312	2.40416	-104.305	2.57691	-104.208	471.9	-6.17735e+06	149726	5409	0	Vent	29.1901	11708	24.8103	0	NotEquant	0	3	East Pavonis
864	864	-104.855	2.32212	5482	2.19482	-104.889	2.4167	-104.816	213	-6.21572e+06	137791	5484	0	Vent	18.235	13822.5	64.8942	0	NotEquant	0	3	East Pavonis
865	865	-104.441	2.12649	5371	2.12767	-104.437	2.13757	-104.43	205	-6.19023e+06	126295	5372	0	Vent	34.6758	712.188	3.47409	0	NotEquant	0	3	East Pavonis
866	866	-104.357	2.1663	5375	2.1684	-104.365	2.19125	-104.349	289.2	-6.18473e+06	129892	5382	0	Vent	34.9721	1649.37	5.70323	0	NotEquant	0	3	East Pavonis
867	867	-104.587	1.82415	5394	1.8069	-104.604	1.83545	-104.582	854.2	-6.19906e+06	108090	5396	0	Vent	36.5482	2102.99	2.46194	0	NotEquant	0	3	East Pavonis
868	868	-104.735	1.59497	5402	1.60128	-104.727	1.51966	-104.776	375	-6.21112e+06	89246.3	5408	0	Vent	30.4859	5603.59	14.9429	0	NotEquant	0	3	East Pavonis
869	869	-103.64	0.286273	5291	0.287488	-103.64	0.266985	-103.657	125.3	-6.14341e+06	16917.1	5292	0	Vent	38.7116	1554.64	12.4074	0	NotEquant	0	3	East Pavonis
870	870	-102.819	-0.922971	5286	-0.927268	-102.834	-0.92576	-102.813	538	-6.09476e+06	-55221.5	5326	0	Vent	85.8837	1242.94	2.3103	0	NotEquant	0	3	East Pavonis
871	871	-103.686	-1.92145	5625	-1.91172	-103.692	-1.94188	-103.689	388.8	-6.14538e+06	-113661	5628	0	Vent	-5.70865	1792.94	4.61148	0	NotEquant	0	3	East Pavonis
872	872	-103.582	-2.23515	5655	-2.19738	-103.601	-2.28739	-103.567	524.2	-6.14023e+06	-132663	5658	0	Vent	-20.9702	5703.11	10.8797	0	NotEquant	0	3	East Pavonis
873	873	-104.56	-3.25849	5794	-3.2462	-104.572	-3.2756	-104.56	761.4	-6.19863e+06	-191991	5813	0	Vent	-22.021	1876.33	2.46432	0	NotEquant	0	3	East Pavonis
874	874	-105.69	-3.06339	5866	-3.06813	-105.698	-3.05713	-105.691	280	-6.26574e+06	-182652	5879	0	Vent	32.1825	769.401	2.74786	0	NotEquant	0	3	East Pavonis
875	875	-107.515	-2.70506	6027	-2.70362	-107.52	-2.71599	-107.515	326.2	-6.37456e+06	-161353	6038	0	Vent	-23.6781	798.653	2.44835	0	NotEquant	0	3	East Pavonis
876	876	-108.255	-3.05446	6198	-3.06132	-108.29	-3.05514	-108.223	372.8	-6.41581e+06	-180836	6198	0	Vent	84.7539	3998.38	10.7253	0	NotEquant	0	3	East Pavonis
877	877	-108.01	-4.22764	6534	-4.2345	-108.075	-4.2158	-107.952	572.4	-6.39908e+06	-249828	6561	0	Vent	81.3619	7360.42	12.8589	0	NotEquant	0	3	East Pavonis
878	878	-108.275	-4.25824	6498	-4.26703	-108.284	-4.25763	-108.263	139.4	-6.41946e+06	-253587	6519	0	Vent	65.3975	1335.73	9.58197	0	NotEquant	0	3	East Pavonis
879	879	-108.163	-4.23529	6551	-4.23419	-108.17	-4.2355	-108.135	291	-6.40834e+06	-251710	6578	0	Vent	-87.8349	2051.3	7.04914	0	NotEquant	0	3	East Pavonis
880	880	-108.91	-3.9828	6459	-3.98762	-108.918	-3.98191	-108.882	233.4	-6.45375e+06	-235948	6459	0	Vent	80.8287	2119.73	9.08196	0	NotEquant	0	3	East Pavonis
881	881	-106.406	-8.727	4614	-8.71798	-106.469	-8.73185	-106.363	2621.8	-6.3056e+06	-516084	4721	0	Vent	-82.4921	6287.32	2.39809	0	NotEquant	0	6	Syria Planum
882	882	-82.6573	33.66	1445	33.6441	-82.7039	33.6639	-82.626	507.5	-4.89829e+06	1.99514e+06	1471	0	Vent	72.9918	4009.35	7.90019	0	NotEquant	0	5	Tempe-Mareotis
883	883	-82.8376	33.5926	1369	33.5873	-82.8526	33.5921	-82.8261	372	-4.90992e+06	1.99106e+06	1386	0	Vent	77.8115	1334.17	3.58649	0	NotEquant	0	5	Tempe-Mareotis
884	884	-84.6312	30.8167	340	30.8062	-84.6463	30.8178	-84.6233	438.5	-5.0159e+06	1.82667e+06	350	0	Vent	59.5812	1357.18	3.09505	0	NotEquant	0	5	Tempe-Mareotis
885	885	-84.5711	30.8517	226	30.8404	-84.589	30.8517	-84.5599	412.7	-5.01443e+06	1.82806e+06	263	0	Vent	65.8055	1621.85	3.92986	0	NotEquant	0	5	Tempe-Mareotis
886	886	-102.223	-2.04432	5559	-2.02195	-102.228	-2.07145	-102.227	317.5	-6.05884e+06	-120623	5557	0	Vent	-1.7614	2929.72	9.22746	0	NotEquant	0	3	East Pavonis
887	887	-98.8025	-0.097628	4515	-0.094107	-98.8165	-0.110477	-98.7921	379.5	-5.85636e+06	-6238.57	4550	0	Vent	-56.1052	1736.8	4.57654	0	NotEquant	0	3	East Pavonis
888	888	-98.861	-0.040769	4632	-0.042901	-98.87	-0.051467	-98.8599	416.1	-5.86014e+06	-3013.17	4705	0	Vent	-49.6673	783.068	1.88192	0	NotEquant	0	3	East Pavonis
889	889	-83.1245	3.32592	1051	3.32335	-83.1383	3.32221	-83.1152	114.6	-4.9274e+06	197122	1058	0	Vent	-87.1574	1362.17	11.8863	0	NotEquant	0	9	Fortuna
890	890	-83.0652	3.43396	1025	3.4291	-83.0495	3.4291	-83.0554	264.5	-4.92329e+06	203094	1045	0	Vent		348.517	1.31765	1	Equant	0	9	Fortuna
891	891	-94.8436	5.33929	3655	5.34433	-94.8533	5.339	-94.8386	445.8	-5.62204e+06	316514	3658	0	Vent	-69.938	919.283	2.0621	0	NotEquant	0	3	East Pavonis
892	892	-112.753	-6.75933	7127	-6.7383	-112.752	-6.74001	-112.742	300.2	-6.68386e+06	-399866	7136	0	Vent	-79.3088	546.354	1.81997	0	NotEquant	0	4	Arsia
893	893	-112.3	-6.86872	7085	-6.77127	-112.462	-6.89976	-112.239	146.7	-6.65331e+06	-408677	7093	0	Vent	-59.9338	15180.5	103.48	0	NotEquant	0	4	Arsia
894	894	-111.425	-7.27926	7010	-7.28701	-111.447	-7.28038	-111.425	415	-6.60423e+06	-432233	7014	0	Vent	72.7666	1324.76	3.1922	0	NotEquant	0	4	Arsia
895	895	-110.956	-7.17265	6952	-7.15463	-110.917	-7.19651	-111.019	798	-6.57697e+06	-425840	6970	0	Vent	67.4818	6471.53	8.10968	0	NotEquant	0	4	Arsia
896	896	-113.616	-8.44057	7162	-8.44568	-113.626	-8.4464	-113.61	141	-6.73493e+06	-500401	7177	0	Vent	-87.4814	961.791	6.82121	0	NotEquant	0	4	Arsia
897	897	-113.388	-8.39002	7115	-8.40418	-113.415	-8.4068	-113.364	265	-6.72045e+06	-498014	7128	0	Vent	-87.0072	2970.52	11.2095	0	NotEquant	0	4	Arsia
898	898	-113.131	-8.45789	7070	-8.46216	-113.149	-8.4605	-113.119	784.5	-6.70566e+06	-502173	7195	0	Vent	86.7085	1715.68	2.18697	0	NotEquant	0	4	Arsia
899	899	-113.057	-8.44201	7191	-8.45069	-113.088	-8.44308	-113.045	656.1	-6.70199e+06	-500345	7209	0	Vent	79.8146	2546.78	3.88169	0	NotEquant	0	4	Arsia
900	900	-112.781	-8.37125	7050	-8.38707	-112.821	-8.36709	-112.743	1127.3	-6.68535e+06	-497604	7143	0	Vent	75.4077	4692.06	4.16221	0	NotEquant	0	4	Arsia
901	901	-112.56	-8.32504	6814	-8.33706	-112.618	-8.32302	-112.494	1170.1	-6.66994e+06	-492462	7104	0	Vent	83.4673	7291.04	6.23113	0	NotEquant	0	4	Arsia
902	902	-112.563	-8.45934	7064	-8.47112	-112.611	-8.43305	-112.501	771.8	-6.6715e+06	-502114	7094	0	Vent	70.7506	6829.69	8.84904	0	NotEquant	0	4	Arsia
903	903	-112.283	-8.27739	7101	-8.28607	-112.324	-8.2718	-112.252	727.8	-6.65336e+06	-490136	7193	0	Vent	78.7256	4318.7	5.93391	0	NotEquant	0	4	Arsia
904	904	-111.91	-8.29039	7094	-8.30407	-111.957	-8.28075	-111.876	902.3	-6.63161e+06	-492074	7111	0	Vent	73.7666	4933.49	5.46768	0	NotEquant	0	4	Arsia
905	905	-109.427	-5.6879	6813	-5.69421	-109.432	-5.69706	-109.426	371.6	-6.48665e+06	-336929	6814	0	Vent		401.519	1.08051	1	Equant	0	3	East Pavonis
906	906	-109.543	-5.7144	6737	-5.72205	-109.552	-5.72086	-109.544	331.9	-6.49268e+06	-338772	6737	0	Vent		481.45	1.45059	1	Equant	0	3	East Pavonis
907	907	-100.053	-1.80689	5868	-1.81388	-100.054	-1.80408	-100.05	260.3	-5.9314e+06	-107090	5928	0	Vent	19.4736	615.015	2.36272	0	NotEquant	0	3	East Pavonis
908	908	-99.5087	-1.99515	6180	-1.99688	-99.5047	-1.99462	-99.5025	139.4	-5.89807e+06	-118300	6230	0	Vent		189.172	1.35704	1	Equant	0	3	East Pavonis
909	909	-99.2965	-1.91985	6105						-5.88557e+06	-114149	6118	1	NoVent				0		0	3	East Pavonis
910	910	-99.5647	-1.58866	5925	-1.59008	-99.5671	-1.58874	-99.5635	114.6	-5.90224e+06	-93723.3	6005	0	Vent	69.428	225.462	1.96738	0	NotEquant	0	3	East Pavonis
911	911	-99.3853	-1.21243	5940	-1.20893	-99.3904	-1.22589	-99.3864	821.3	-5.89111e+06	-72006.4	5940	0	Vent		1030.84	1.25514	1	Equant	0	3	East Pavonis
912	912	-99.503	-1.11982	5977	-1.11632	-99.508	-1.12554	-99.502	225.8	-5.89849e+06	-65924.1	5997	0	Vent	-32.8262	649.178	2.87502	0	NotEquant	0	3	East Pavonis
913	913	-98.985	-0.86031	5193	-0.858154	-98.9888	-0.872431	-98.9779	144.6	-5.86659e+06	-51169.9	5205	0	Vent	-37.2455	1061.14	7.33848	0	NotEquant	0	3	East Pavonis
914	914	-99.0853	-0.894075	5276	-0.899801	-99.0874	-0.896975	-99.087	193.9	-5.87395e+06	-53372.6	5286	0	Vent		169.274	1.14548	1	Equant	0	3	East Pavonis
915	915	-99.203	-0.936522	5319	-0.936448	-99.2081	-0.944627	-99.205	153.9	-5.87999e+06	-55770.2	5348	0	Vent	-20.8958	517.992	3.36577	0	NotEquant	0	3	East Pavonis
916	916	-98.3637	-0.466709	4609	-0.475855	-98.38	-0.466932	-98.3526	446.9	-5.8309e+06	-27964.5	4646	0	Vent	71.9392	1702.89	3.81044	0	NotEquant	0	3	East Pavonis
917	917	-90.8726	-1.08912	4105	-1.1009	-90.8833	-1.0852	-90.8643	174.5	-5.38632e+06	-64158.6	4124	0	Vent	50.4722	1459.89	8.36612	0	NotEquant	0	9	Fortuna
918	918	-86.1859	-0.936972	3100	-0.928644	-86.2618	-0.92674	-86.1481	328.1	-5.1057e+06	-54425.9	3149	0	Vent	89.0417	6729.56	20.5107	0	NotEquant	0	9	Fortuna
919	919	-106.635	2.98055	5800	2.97294	-106.638	2.98097	-106.63	518.3	-6.32037e+06	176633	5809	0	Vent		696.782	1.34436	1	Equant	0	3	East Pavonis
920	920	-106.664	2.93296	5789	2.93378	-106.665	2.92828	-106.665	230.7	-6.32218e+06	173990	5789	0	Vent		327.487	1.41954	1	Equant	0	3	East Pavonis
921	921	-105.934	5.20201	6304	5.18483	-105.948	5.20773	-105.93	374.8	-6.27865e+06	309115	6307	0	Vent	38.271	1726.06	4.60527	0	NotEquant	0	3	East Pavonis
922	922	-106.376	5.29158	6252	5.31039	-106.382	5.27664	-106.379	194.1	-6.30547e+06	314643	6259	0	Vent	-4.51492	2003.57	10.3223	0	NotEquant	0	3	East Pavonis
923	923	-107.22	6.96269	6723	6.97436	-107.238	6.93451	-107.198	310.5	-6.35455e+06	411920	6749	0	Vent	-45.0043	3335.03	10.7408	0	NotEquant	0	3	East Pavonis
924	924	-85.2583	32.6667	873	32.6303	-85.2942	32.6476	-85.2732	276.8	-5.05436e+06	1.93498e+06	889	0	Vent	45.6618	1460.58	5.27666	0	NotEquant	0	5	Tempe-Mareotis
925	925	-84.7216	33.7898	642	33.7829	-84.7284	33.7899	-84.7183	363.5	-5.02098e+06	2.00267e+06	648	0	Vent	50.2489	646.801	1.77937	0	NotEquant	0	5	Tempe-Mareotis
926	926	-84.5955	33.894	552	33.88	-84.6121	33.9008	-84.5824	415.8	-5.01448e+06	2.00869e+06	553	0	Vent	49.8521	1910.87	4.59565	0	NotEquant	0	5	Tempe-Mareotis
927	927	-86.9636	36.3998	1035	36.3852	-86.962	36.4037	-86.9377	203.4	-5.15571e+06	2.15588e+06	1075	0	Vent	46.7856	1593.68	7.83519	0	NotEquant	0	5	Tempe-Mareotis
928	928	-75.9785	37.3867	1737	37.3849	-75.9855	37.3828	-75.98	285.4	-4.50417e+06	2.21604e+06	1740	0	Vent		290.481	1.0178	1	Equant	0	10	Labeatis Mons
929	929	-125.253	8.3885	1580	8.38646	-125.26	8.38947	-125.247	172.6	-7.42437e+06	497239	1580	0	Vent	76.919	788.238	4.56685	0	NotEquant	0	7	Ulysses
930	930	-125.307	8.37833	1524	8.37515	-125.311	8.37711	-125.303	112.8	-7.42804e+06	496691	1524	0	Vent	76.7924	507.582	4.49984	0	NotEquant	0	7	Ulysses
931	931	-125.124	8.44329	1797	8.44026	-125.126	8.45239	-125.102	117.8	-7.41551e+06	500884	1840	0	Vent	62.7238	1566.79	13.3005	0	NotEquant	0	7	Ulysses
932	932	-126.659	9.11535	717	9.13525	-126.699	9.09391	-126.564	284.1	-7.5101e+06	541643	783	0	Vent	-72.7472	8242.61	29.0131	0	NotEquant	0	7	Ulysses
933	933	-123.07	6.93142	4958	6.9274	-123.068	6.9274	-123.064	214.4	-7.29514e+06	410532	4958	0	Vent		279.519	1.30372	1	Equant	0	7	Ulysses
934	934	-123.293	6.41151	4887	6.4067	-123.294	6.40579	-123.297	137.3	-7.30816e+06	379968	4887	0	Vent		202.232	1.47292	1	Equant	0	7	Ulysses
935	935	-123.037	6.41567	5029	6.40685	-123.034	6.4067	-123.024	496.5	-7.29289e+06	379969	5087	0	Vent		620.551	1.24985	1	Equant	0	7	Ulysses
936	936	-123.025	6.36368	5051	6.37398	-123.027	6.35167	-123.023	695.2	-7.29237e+06	376779	5055	0	Vent	-9.90423	1340.16	1.92773	0	NotEquant	0	7	Ulysses
937	937	-123.208	6.05381	4638	6.05796	-123.208	6.03926	-123.203	446.4	-7.3035e+06	358653	4645	0	Vent	-16.1052	1151.3	2.57908	0	NotEquant	0	7	Ulysses
938	938	-122.887	5.89784	4994	5.89535	-122.883	5.88661	-122.876	514.6	-7.2845e+06	349436	5041	0	Vent		642.835	1.24919	1	Equant	0	7	Ulysses
939	939	-122.86	5.83753	4712	5.82721	-122.856	5.84032	-122.857	471.3	-7.28264e+06	346166	4712	0	Vent	-3.2731	777.298	1.64926	0	NotEquant	0	7	Ulysses
940	940	-122.84	5.78346	4580	5.78745	-122.835	5.77373	-122.833	618.5	-7.28123e+06	342935	4580	0	Vent		825.61	1.33486	1	Equant	0	7	Ulysses
941	941	-122.815	5.70859	4465						-7.27988e+06	338650	4472	1	NoVent				0		0	7	Ulysses
942	942	-122.636	5.79594	5020	5.79299	-122.631	5.78514	-122.635	500.8	-7.26968e+06	343362	5121	0	Vent		518.884	1.03611	1	Equant	0	7	Ulysses
943	943	-122.565	5.86456	5023	5.8601	-122.57	5.84761	-122.562	855.3	-7.26466e+06	347100	5115	0	Vent		883.025	1.03242	1	Equant	0	7	Ulysses
944	944	-122.998	5.78346	4552	5.78328	-122.991	5.77364	-122.988	535.2	-7.29008e+06	342465	4573	0	Vent		607.663	1.13539	1	Equant	0	7	Ulysses
945	945	-122.954	5.70235	4858	5.70217	-122.948	5.68932	-122.951	588.7	-7.28871e+06	337874	4919	0	Vent		783.399	1.33073	1	Equant	0	7	Ulysses
946	946	-122.966	5.56509	4920	5.57225	-122.97	5.55298	-122.962	999.1	-7.28868e+06	330009	4920	0	Vent		1222.81	1.22391	1	Equant	0	7	Ulysses
947	947	-122.555	5.79178	5352	5.79731	-122.556	5.78374	-122.555	499.7	-7.26414e+06	343403	5352	0	Vent	-5.97995	806.868	1.6147	0	NotEquant	0	7	Ulysses
948	948	-123.224	6.31168	4790	6.31593	-123.223	6.3099	-123.221	142.7	-7.30441e+06	374863	4803	0	Vent	-13.9479	367.675	2.57656	0	NotEquant	0	7	Ulysses
949	949	-123.386	6.61947	4776	6.61985	-123.385	6.61095	-123.384	128.6	-7.31365e+06	392490	4776	0	Vent	-5.77106	528.968	4.11328	0	NotEquant	0	7	Ulysses
950	950	-123.02	6.085	4625	6.09036	-123.015	6.07754	-123.015	411.1	-7.29276e+06	360535	4645	0	Vent	-2.00886	758.628	1.84536	0	NotEquant	0	7	Ulysses
951	951	-123.037	6.04133	4675	6.03975	-123.032	6.03568	-123.032	227.8	-7.29327e+06	357788	4678	0	Vent		246.67	1.08284	1	Equant	0	7	Ulysses
952	952	-123.341	6.12452	4617	6.12414	-123.34	6.11766	-123.339	280.6	-7.31097e+06	362855	4617	0	Vent		386.134	1.3761	1	Equant	0	7	Ulysses
953	953	-123.291	6.14739	4663	6.14555	-123.289	6.14057	-123.287	254.3	-7.30763e+06	364233	4669	0	Vent		323.01	1.27019	1	Equant	0	7	Ulysses
954	954	-120.204	6.51299	4452	6.51744	-120.216	6.50206	-120.201	441.5	-7.1252e+06	385543	4462	0	Vent	-44.5329	1276.36	2.89097	0	NotEquant	0	7	Ulysses
955	955	-120.125	6.51299	4434	6.50598	-120.135	6.51321	-120.125	463.4	-7.12108e+06	386000	4439	0	Vent	55.0016	746.463	1.61084	0	NotEquant	0	7	Ulysses
956	956	-117.022	8.02696	2837	8.0106	-117.026	8.03533	-117.02	597.9	-6.93633e+06	476738	2845	0	Vent	13.5763	1504.95	2.51706	0	NotEquant	0	7	Ulysses
957	957	-116.479	7.58795	2856	7.59119	-116.487	7.56783	-116.467	1820.6	-6.903e+06	449939	2863	0	Vent		1820.88	1.00016	1	Equant	0	7	Ulysses
958	958	-121.016	10.1456	2532	10.0773	-120.917	10.1858	-121.072	183.4	-7.17058e+06	600911	2551	0	Vent	-54.4497	11049.9	60.2503	0	NotEquant	0	7	Ulysses
959	959	-109.745	20.0601	2710	20.0574	-109.758	20.0611	-109.737	593.1	-6.50708e+06	1.18947e+06	2730	0	Vent	79.1573	1185.84	1.99939	0	NotEquant	0	2	Ceraunius
960	960	-108.039	20.256	2118	20.2673	-108.042	20.2252	-108.043	187.7	-6.40423e+06	1.20016e+06	2118	0	Vent	2.18938	2490.9	13.2706	0	NotEquant	0	2	Ceraunius
961	961	-107.285	19.9042	1910	19.9213	-107.291	19.8635	-107.282	620.7	-6.36023e+06	1.17985e+06	1918	0	Vent	-8.25826	3456.91	5.56937	0	NotEquant	0	2	Ceraunius
962	962	-104.985	24.7639	2006	24.7561	-104.987	24.7615	-104.984	287.8	-6.22401e+06	1.46823e+06	2016	0	Vent		352.656	1.22535	1	Equant	0	2	Ceraunius
963	963	-105.005	24.4432	2014	24.4385	-105.008	24.4493	-105.007	330.6	-6.22406e+06	1.44922e+06	2026	0	Vent	6.49241	646.4	1.95523	0	NotEquant	0	2	Ceraunius
964	964	-117.602	27.2886	2170	27.2975	-117.592	27.2743	-117.644	844.9	-6.96953e+06	1.61735e+06	2184	0	Vent	63.141	3039.36	3.5973	0	NotEquant	0	2	Ceraunius
965	965	-120.555	26.3465	1365	26.3775	-120.545	26.3095	-120.573	237.4	-7.14515e+06	1.56409e+06	1386	0	Vent	20.089	4283.42	18.0431	0	NotEquant	0	2	Ceraunius
966	966	-127.596	15.8096	1077	15.8297	-127.642	15.7757	-127.558	331.7	-7.55861e+06	934302	1102	0	Vent	-56.4588	5777.77	17.4187	0	NotEquant	0	0	Olympus
967	967	-124.471	15.7098	1171	15.6725	-124.493	15.7301	-124.456	320.3	-7.37944e+06	929618	1184	0	Vent	31.8959	4013.68	12.531	0	NotEquant	0	0	Olympus
968	968	-123.564	14.7757	1246	14.7843	-123.577	14.7516	-123.563	127.9	-7.32389e+06	874068	1266	0	Vent	-22.2928	2092.04	16.3568	0	NotEquant	0	0	Olympus
969	969	-123.465	15.4046	1180	15.4008	-123.478	15.3973	-123.457	196.6	-7.31827e+06	913018	1180	0	Vent	-80.5303	1246.78	6.34172	0	NotEquant	0	0	Olympus
970	970	-123.517	14.9988	1215	14.9992	-123.528	14.9799	-123.508	145.5	-7.3206e+06	889378	1214	0	Vent	-44.0094	1587.47	10.9105	0	NotEquant	0	0	Olympus
971	971	-122.157	15.3863	1906	15.3983	-122.16	15.3686	-122.157	335	-7.24081e+06	911203	1911	0	Vent	-6.14628	1767.47	5.27602	0	NotEquant	0	0	Olympus
972	972	-121.28	15.4313	2058	15.4439	-121.277	15.3947	-121.288	403.2	-7.18961e+06	914436	2070	0	Vent	12.6678	2980.46	7.392	0	NotEquant	0	0	Olympus
973	973	-121.022	15.1946	2062	15.2261	-121.027	15.1725	-121.024	466.8	-7.17429e+06	901773	2072	0	Vent	-2.95655	3170.82	6.79267	0	NotEquant	0	0	Olympus
974	974	-120.965	15.032	2095	15.0324	-120.965	15.0209	-120.971	343.9	-7.17011e+06	890750	2097	0	Vent	24.5823	745.496	2.16777	0	NotEquant	0	0	Olympus
975	975	-121.077	15.38	2039	15.3767	-121.078	15.3696	-121.081	312.8	-7.177e+06	911580	2044	0	Vent		467.335	1.49404	1	Equant	0	0	Olympus
976	976	-121.139	15.0583	2146	15.0614	-121.139	15.0358	-121.147	233.9	-7.18036e+06	892221	2146	0	Vent	16.7562	1583.61	6.77048	0	NotEquant	0	0	Olympus
977	977	-121.429	14.9112	2200	14.95	-121.415	14.9197	-121.425	456.5	-7.19878e+06	881475	2227	0	Vent	18.5998	1891.78	4.1441	0	NotEquant	0	0	Olympus
978	978	-121.626	14.2224	2241	14.2334	-121.629	14.2096	-121.628	466.8	-7.21046e+06	843143	2250	0	Vent	-3.54829	1410.52	3.02167	0	NotEquant	0	0	Olympus
979	979	-120.741	15.5043	1945	15.4698	-120.76	15.5088	-120.741	208.4	-7.15759e+06	918021	1963	0	Vent	24.5104	2537.58	12.1765	0	NotEquant	0	0	Olympus
980	980	-122.606	13.3834	2264	13.3841	-122.602	13.3751	-122.613	406.5	-7.26698e+06	792584	2269	0	Vent	49.7162	818.7	2.01402	0	NotEquant	0	0	Olympus
981	981	-122.426	14.6101	2044	14.6197	-122.432	14.5915	-122.429	494.4	-7.25671e+06	864717	2055	0	Vent	-7.08046	1679.71	3.39747	0	NotEquant	0	0	Olympus
982	982	-126.334	18.2103	987	18.2204	-126.339	18.1807	-126.34	1090.8	-7.48963e+06	1.07875e+06	1121	0	Vent	2.44562	2351.47	2.15573	0	NotEquant	0	0	Olympus
983	983	-127.045	14.4244	1084	14.4399	-127.092	14.3721	-126.975	204.2	-7.53036e+06	855039	1084	0	Vent	-59.1253	7815.63	38.2744	0	NotEquant	0	0	Olympus
984	984	-127.216	16.646	1153	16.6436	-127.286	16.6372	-127.195	350.3	-7.54203e+06	987073	1147	0	Vent	-85.846	5206.97	14.8643	0	NotEquant	0	0	Olympus
985	985	-127.393	16.693	1137	16.6933	-127.444	16.6808	-127.384	203.8	-7.54992e+06	988040	1146	0	Vent	-77.8496	3509.09	17.2183	0	NotEquant	0	0	Olympus
986	986	-126.989	16.1259	1186	16.1281	-127	16.1129	-126.972	191.9	-7.52672e+06	955575	1188	0	Vent	-60.2846	1810.39	9.43401	0	NotEquant	0	0	Olympus
987	987	-122.615	19.8523	499	19.8603	-122.621	19.8371	-122.616	284	-7.26838e+06	1.17564e+06	501	0	Vent	-12.2479	1404.63	4.94589	0	NotEquant	0	0	Olympus
