	FID	Longitude	Latitude	Elevation	v1_lat	v1_long	v2_lat	v2_long	Width	peak_east	peak_north	peak_elev	noVentInt	noVent	Orientation	Length	AspectRatio	EquantInt	Equant	Prominence	clusterID	clusterName
194	194	-100.644	11.7772	3791	11.7701	-100.652	11.7734	-100.642	230.7	-5.96564e+06	697585	3793	0	Vent	71.1938	602.768	2.61278	0	NotEquant	0	1	NE Ascreaus
195	195	-100.636	11.9586	3786	11.9497	-100.644	11.9519	-100.631	143.5	-5.96656e+06	708263	3792	0	Vent	80.4372	762.627	5.31447	0	NotEquant	0	1	NE Ascreaus
196	196	-101.024	12.8589	4516	12.8439	-101.031	12.8545	-101.029	258.1	-5.98887e+06	761986	4525	0	Vent	11.9019	638.83	2.47513	0	NotEquant	0	1	NE Ascreaus
197	197	-100.198	13.0941	4042	13.087	-100.204	13.0919	-100.196	166.3	-5.93969e+06	776312	4046	0	Vent	59.8093	571.117	3.43426	0	NotEquant	0	1	NE Ascreaus
198	198	-99.0635	13.0778	3668	13.0618	-99.0763	13.0728	-99.0665	301.5	-5.87165e+06	774503	3671	0	Vent	41.117	863.362	2.86356	0	NotEquant	0	1	NE Ascreaus
199	199	-98.3427	12.1414	3380	12.1373	-98.3769	12.1393	-98.3316	291.4	-5.83173e+06	719892	3389	0	Vent	87.4084	2620.57	8.99303	0	NotEquant	0	1	NE Ascreaus
200	200	-97.0044	12.5259	3046						-5.7494e+06	743436	3054	1	NoVent				0		0	1	NE Ascreaus
201	201	-93.8867	36.7166	660	36.6892	-93.8961	36.719	-93.8864	489.6	-5.56603e+06	2.1772e+06	701	0	Vent	14.7304	1819.68	3.71668	0	NotEquant	0	5	Tempe-Mareotis
202	202	-94.7346	35.9894	932	35.9619	-94.765	36.0005	-94.7022	643	-5.61742e+06	2.1328e+06	958	0	Vent	52.8075	3774.6	5.87029	0	NotEquant	0	5	Tempe-Mareotis
203	203	-92.029	38.1805	685	38.1678	-92.0666	38.1776	-92.0035	744	-5.45255e+06	2.26287e+06	801	0	Vent	78.8465	2989.2	4.01774	0	NotEquant	0	5	Tempe-Mareotis
204	204	-91.9877	37.809	559	37.7441	-92.1012	37.8362	-91.9228	668.2	-5.44839e+06	2.24339e+06	594	0	Vent	56.8028	9965.47	14.9139	0	NotEquant	0	5	Tempe-Mareotis
205	205	-89.8061	37.5264	1056	37.5303	-89.8466	37.5063	-89.7621	966.5	-5.32104e+06	2.22399e+06	1091	0	Vent	-70.2925	4211.42	4.35739	0	NotEquant	0	5	Tempe-Mareotis
206	206	-90.7397	35.7068	1263	35.696	-90.7695	35.7069	-90.7126	1223.1	-5.37575e+06	2.11686e+06	1274	0	Vent	76.6494	2808.16	2.29594	0	NotEquant	0	5	Tempe-Mareotis
207	207	-88.5264	36.5451	1291	36.5248	-88.5523	36.5412	-88.4985	396.2	-5.24554e+06	2.16563e+06	1297	0	Vent	69.178	2734.93	6.90289	0	NotEquant	0	5	Tempe-Mareotis
208	208	-89.1805	37.05	1105	37.0185	-89.2655	37.0806	-89.098	490.6	-5.28873e+06	2.19527e+06	1111	0	Vent	65.0338	8722.09	17.7784	0	NotEquant	0	5	Tempe-Mareotis
209	209	-90.5873	37.4565	811	37.4799	-90.5071	37.4238	-90.6515	205.8	-5.36883e+06	2.21974e+06	820	0	Vent	63.9507	7554.02	36.7056	0	NotEquant	0	5	Tempe-Mareotis
210	210	-87.9516	35.5385	1367	35.525	-87.9671	35.5324	-87.9399	880.9	-5.21403e+06	2.10635e+06	1370	0	Vent	71.5159	1377.08	1.56327	0	NotEquant	0	5	Tempe-Mareotis
211	211	-89.4981	38.8093	844	38.7395	-89.5587	38.9186	-89.3633	1181.8	-5.30167e+06	2.30456e+06	883	0	Vent	40.3098	13905.4	11.7663	0	NotEquant	0	5	Tempe-Mareotis
212	212	-89.5171	39.3587	680	39.3258	-89.5689	39.4228	-89.3702	641.2	-5.30767e+06	2.33284e+06	700	0	Vent	57.6719	10746.7	16.7602	0	NotEquant	0	5	Tempe-Mareotis
213	213	-89.4854	39.5905	722	39.5737	-89.508	39.6269	-89.4107	694.9	-5.30575e+06	2.34528e+06	738	0	Vent	54.5774	5439.05	7.8271	0	NotEquant	0	5	Tempe-Mareotis
214	214	-89.8029	37.7487	1063	37.7387	-89.8282	37.7393	-89.7875	677.4	-5.32515e+06	2.2373e+06	1075	0	Vent	88.9297	1906.9	2.81503	0	NotEquant	0	5	Tempe-Mareotis
215	215	-90.0062	39.2253	770	39.1755	-90.1088	39.273	-89.9143	465.2	-5.32849e+06	2.32823e+06	817	0	Vent	57.0195	10621.2	22.8314	0	NotEquant	0	5	Tempe-Mareotis
216	216	-85.2047	36.5896	813	36.5594	-85.2604	36.5963	-85.1824	369.6	-5.04969e+06	2.16841e+06	827	0	Vent	59.4635	4297.85	11.6284	0	NotEquant	0	5	Tempe-Mareotis
217	217	-85.589	36.7738	1009	36.7653	-85.6033	36.7671	-85.5801	715.2	-5.07378e+06	2.17995e+06	1017	0	Vent	84.5069	1104.68	1.54458	0	NotEquant	0	5	Tempe-Mareotis
218	218	-87.3101	33.3188	809	33.3032	-87.3304	33.3186	-87.2953	676.2	-5.17513e+06	1.97391e+06	841	0	Vent	62.1878	1961.88	2.90133	0	NotEquant	0	5	Tempe-Mareotis
219	219	-90.7651	32.9059	1001	32.8612	-90.7886	32.9013	-90.7401	423.5	-5.378e+06	1.95077e+06	1051	0	Vent	45.3843	3383.41	7.98917	0	NotEquant	0	5	Tempe-Mareotis
220	220	-91.0319	31.4865	1079	31.4417	-91.0902	31.5396	-90.9661	416.1	-5.39848e+06	1.86371e+06	1097	0	Vent	47.1913	8525.24	20.4884	0	NotEquant	0	5	Tempe-Mareotis
221	221	-90.0856	31.3086	975	31.2901	-90.1037	31.3278	-90.0594	479	-5.33962e+06	1.85574e+06	975	0	Vent	45.0563	3164.46	6.60638	0	NotEquant	0	5	Tempe-Mareotis
222	222	-90.1745	33.5601	1342	33.538	-90.2007	33.5745	-90.1605	368.4	-5.3466e+06	1.98771e+06	1359	0	Vent	42.4362	2933.4	7.96255	0	NotEquant	0	5	Tempe-Mareotis
223	223	-90.1491	33.4775	1290	33.4706	-90.1657	33.483	-90.1512	503.2	-5.34374e+06	1.98496e+06	1296	0	Vent	44.2157	1031.31	2.0495	0	NotEquant	0	5	Tempe-Mareotis
224	224	-91.5812	32.1343	1035	31.8105	-92.0001	32.4145	-91.2692	974.6	-5.42704e+06	1.90717e+06	1057	0	Vent	45.5197	51172.3	52.506	0	NotEquant	0	5	Tempe-Mareotis
225	225	-92.5622	33.3829	917	33.3554	-92.5905	33.4054	-92.5286	407	-5.48921e+06	1.97625e+06	932	0	Vent	45.9364	4252.47	10.4483	0	NotEquant	0	5	Tempe-Mareotis
226	226	-85.1363	35.9132	678	35.9039	-85.1549	35.9272	-85.1244	544.6	-5.04784e+06	2.1286e+06	760	0	Vent	46.5997	2008.37	3.68779	0	NotEquant	0	5	Tempe-Mareotis
227	227	-83.234	34.7923	818	34.7768	-83.2563	34.7987	-83.2192	263.2	-4.93492e+06	2.06188e+06	827	0	Vent	54.3074	2220.55	8.43675	0	NotEquant	0	5	Tempe-Mareotis
228	228	-88.6885	35.1183	1297	35.044	-88.6473	34.9467	-88.7762	300.4	-5.25718e+06	2.08183e+06	1297	0	Vent	47.3795	8493.51	28.274	0	NotEquant	0	5	Tempe-Mareotis
229	229	-89.2742	34.7404	1558	34.7158	-89.3022	34.7675	-89.2458	486.8	-5.29369e+06	2.05773e+06	1589	0	Vent	41.8248	4110.21	8.44333	0	NotEquant	0	5	Tempe-Mareotis
230	230	-88.8095	28.2601	938	28.2535	-88.8093	28.2788	-88.8125	891.7	-5.26361e+06	1.67562e+06	945	0	Vent	-6.36919	1508.66	1.69189	0	NotEquant	0	5	Tempe-Mareotis
231	231	-88.6163	28.331	866	28.3104	-88.6231	28.3426	-88.6188	351.4	-5.25253e+06	1.67663e+06	876	0	Vent	6.69314	1913.6	5.44564	0	NotEquant	0	5	Tempe-Mareotis
232	232	-88.4166	28.1686	859	28.2266	-88.4297	28.1864	-88.4407	243.1	-5.24144e+06	1.6687e+06	861	0	Vent	13.5499	2449.8	10.0773	0	NotEquant	0	5	Tempe-Mareotis
233	233	-91.4256	24.7444	1739	24.7189	-91.4283	24.771	-91.4048	282.8	-5.4197e+06	1.46493e+06	1742	0	Vent	22.3155	3332.96	11.7856	0	NotEquant	0	5	Tempe-Mareotis
234	234	-93.1394	27.2204	3535	27.2142	-93.1548	27.2263	-93.1294	645.9	-5.522e+06	1.61315e+06	3564	0	Vent	61.6915	1514.33	2.34452	0	NotEquant	0	5	Tempe-Mareotis
235	235	-92.8005	27.4178	3452	27.4075	-92.8063	27.4116	-92.7971	274.8	-5.50034e+06	1.62518e+06	3460	0	Vent	63.4992	539.715	1.96403	0	NotEquant	0	5	Tempe-Mareotis
236	236	-91.2696	27.1011	2431	27.1037	-91.2768	27.0902	-91.2746	486.4	-5.41049e+06	1.60625e+06	2435	0	Vent	-8.44192	811.625	1.66864	0	NotEquant	0	5	Tempe-Mareotis
237	237	-96.1995	20.9557	2186	20.9356	-96.2141	20.9743	-96.1923	456.9	-5.69895e+06	1.24503e+06	2196	0	Vent	27.7807	2591.22	5.67131	0	NotEquant	0	1	NE Ascreaus
238	238	-96.5173	20.3728	2207	20.3579	-96.5251	20.3769	-96.5165	843.9	-5.72024e+06	1.20792e+06	2209	0	Vent		1220.84	1.44666	1	Equant	0	1	NE Ascreaus
239	239	-112.454	20.2057	2667	20.1762	-112.498	20.229	-112.408	868.2	-6.66396e+06	1.19872e+06	2690	0	Vent	58.163	5921.12	6.82	0	NotEquant	0	2	Ceraunius
240	240	-113.264	17.8762	2367	17.8679	-113.285	17.878	-113.249	1757.1	-6.71446e+06	1.06021e+06	2383	0	Vent		2164.07	1.23162	1	Equant	0	2	Ceraunius
241	241	-113.076	17.9361	2405	17.9274	-113.083	17.9321	-113.064	762.8	-6.70296e+06	1.06252e+06	2413	0	Vent		1071.68	1.40493	1	Equant	0	2	Ceraunius
242	242	-115.856	18.8635	2170	18.9282	-115.826	18.8644	-115.844	312.1	-6.86547e+06	1.12178e+06	2180	0	Vent	15.3233	3912.08	12.5347	0	NotEquant	0	2	Ceraunius
243	243	-115.219	18.8417	2272	18.8226	-115.235	18.8692	-115.199	185.1	-6.82889e+06	1.11764e+06	2273	0	Vent	36.127	3416.52	18.4577	0	NotEquant	0	2	Ceraunius
244	244	-114.791	18.1321	2354	18.0715	-115.077	18.2523	-114.487	499.5	-6.79737e+06	1.07831e+06	2409	0	Vent	72.0326	34857.9	69.7855	0	NotEquant	0	2	Ceraunius
245	245	-117.413	18.8441	1993	18.8553	-117.416	18.8245	-117.414	327.2	-6.95938e+06	1.11583e+06	1995	0	Vent	-3.67741	1828.35	5.58785	0	NotEquant	0	2	Ceraunius
246	246	-127.528	18.1843	929	18.1888	-127.551	18.1719	-127.516	134.3	-7.56012e+06	1.07783e+06	934	0	Vent	-63.3659	2228.1	16.5904	0	NotEquant	0	0	Olympus
247	247	-107.952	27.2042	3340	27.2084	-107.957	27.1946	-107.954	252.4	-6.39865e+06	1.61224e+06	3342	0	Vent	-11.9109	837.367	3.31762	0	NotEquant	0	2	Ceraunius
248	248	-108.043	27.4475	3325	27.4528	-108.05	27.4378	-108.045	359.7	-6.40558e+06	1.62655e+06	3330	0	Vent	-16.9263	927.063	2.57732	0	NotEquant	0	2	Ceraunius
249	249	-108.064	26.7832	3316	26.7827	-108.067	26.773	-108.068	255.6	-6.406e+06	1.58762e+06	3308	0	Vent	3.75644	575.686	2.25229	0	NotEquant	0	2	Ceraunius
250	250	-108.243	27.8572	3348	27.9043	-108.26	27.8694	-108.242	149.9	-6.41666e+06	1.65207e+06	3357	0	Vent	-24.4235	2263.56	15.1005	0	NotEquant	0	2	Ceraunius
251	251	-108.513	28.6377	3406	28.6677	-108.528	28.6019	-108.507	331.8	-6.4333e+06	1.69895e+06	3413	0	Vent	-15.5957	4045.81	12.1935	0	NotEquant	0	2	Ceraunius
252	252	-108.702	27.9072	3446	27.9187	-108.731	27.9117	-108.707	269.7	-6.44399e+06	1.65478e+06	3469	0	Vent	-71.6235	1321.41	4.89956	0	NotEquant	0	2	Ceraunius
253	253	-109.214	27.4068	3608	27.4006	-109.219	27.4187	-109.217	168.4	-6.47367e+06	1.62429e+06	3611	0	Vent	4.80634	1073.75	6.37617	0	NotEquant	0	2	Ceraunius
254	254	-109.82	26.0221	3369	26.0338	-109.822	26.0024	-109.81	231.4	-6.51026e+06	1.54504e+06	3424	0	Vent	-18.3809	1958.25	8.4626	0	NotEquant	0	2	Ceraunius
255	255	-109.799	26.38	3381	26.3608	-109.82	26.3926	-109.788	336.8	-6.50736e+06	1.56409e+06	3394	0	Vent	42.3572	2545.56	7.55807	0	NotEquant	0	2	Ceraunius
256	256	-108.781	28.5753	3510	28.5632	-108.788	28.5784	-108.79	626.1	-6.44839e+06	1.69284e+06	3514	0	Vent		909.438	1.45254	1	Equant	0	2	Ceraunius
257	257	-108.56	28.7012	3419	28.6782	-108.566	28.7115	-108.563	273.8	-6.43573e+06	1.70063e+06	3428	0	Vent	4.47701	1977.05	7.22079	0	NotEquant	0	2	Ceraunius
258	258	-108.598	28.5228	3445	28.504	-108.606	28.5385	-108.599	337.4	-6.43798e+06	1.68958e+06	3452	0	Vent	10.3021	2074.89	6.14964	0	NotEquant	0	2	Ceraunius
259	259	-108.448	28.4112	3403	28.3492	-108.475	28.4161	-108.446	94.9	-6.4301e+06	1.68008e+06	3416	0	Vent	20.7644	4234.8	44.6238	0	NotEquant	0	2	Ceraunius
260	260	-108.542	28.1973	3463	28.1994	-108.546	28.1645	-108.553	116.3	-6.43426e+06	1.67151e+06	3464	0	Vent	10.6242	2103.81	18.0895	0	NotEquant	0	2	Ceraunius
261	261	-108.558	27.7211	3401	27.7049	-108.562	27.7346	-108.555	51.3	-6.43524e+06	1.64236e+06	3401	0	Vent	12.2348	1800.76	35.1026	0	NotEquant	0	2	Ceraunius
262	262	-107.887	29.8277	3152	29.8272	-107.893	29.8236	-107.891	81.7	-6.3954e+06	1.76785e+06	3156	0	Vent	-25.8097	238.507	2.9193	0	NotEquant	0	2	Ceraunius
263	263	-107.94	27.2572	3331	27.2573	-107.944	27.2408	-107.947	162.2	-6.39815e+06	1.61498e+06	3333	0	Vent	11.1183	989.976	6.10343	0	NotEquant	0	2	Ceraunius
264	264	-107.789	26.5242	3234	26.5237	-107.83	26.5165	-107.764	352.8	-6.38747e+06	1.57192e+06	3587	0	Vent	-82.9745	3503.21	9.92973	0	NotEquant	0	2	Ceraunius
265	265	-107.678	28.5886	3116	28.6029	-107.679	28.5773	-107.68	145.6	-6.38337e+06	1.69333e+06	3117	0	Vent	1.63615	1514.04	10.3986	0	NotEquant	0	2	Ceraunius
266	266	-107.846	29.9762	3021	29.9789	-107.853	29.976	-107.838	350.1	-6.39314e+06	1.77658e+06	3027	0	Vent	-77.165	760.467	2.17214	0	NotEquant	0	2	Ceraunius
267	267	-107.678	30.0456	2938	30.0388	-107.685	30.047	-107.679	88.4	-6.38243e+06	1.78081e+06	2938	0	Vent	35.087	593.573	6.71463	0	NotEquant	0	2	Ceraunius
268	268	-107.655	30.1075	2885	30.0865	-107.663	30.1002	-107.66	80.4	-6.38193e+06	1.78316e+06	2904	0	Vent	12.1539	824.45	10.2544	0	NotEquant	0	2	Ceraunius
269	269	-107.729	30.9061	2917	30.8658	-107.797	30.9366	-107.679	378	-6.38569e+06	1.83259e+06	2943	0	Vent	54.8871	7289.5	19.2844	0	NotEquant	0	2	Ceraunius
270	270	-107.458	29.5309	2903	29.5144	-107.464	29.5453	-107.455	390.4	-6.37084e+06	1.7484e+06	2932	0	Vent	14.0875	1886.97	4.83343	0	NotEquant	0	2	Ceraunius
271	271	-107.468	32.2285	2692	32.2099	-107.496	32.2361	-107.453	307.2	-6.37181e+06	1.90905e+06	2720	0	Vent	54.3335	2656.75	8.64827	0	NotEquant	0	2	Ceraunius
272	272	-107.393	31.4717	2740	31.4481	-107.41	31.4849	-107.383	199.7	-6.36439e+06	1.8665e+06	2750	0	Vent	32.0376	2574.37	12.8912	0	NotEquant	0	2	Ceraunius
273	273	-106.982	29.8471	2622	29.8267	-106.987	29.8681	-106.989	225.7	-6.34178e+06	1.76922e+06	2631	0	Vent	-2.14413	2447.9	10.8458	0	NotEquant	0	2	Ceraunius
274	274	-108.779	27.0288	3507	27.0206	-108.835	27.0298	-108.78	159.1	-6.44865e+06	1.60169e+06	3523	0	Vent	79.4459	2981.84	18.7419	0	NotEquant	0	2	Ceraunius
275	275	-111.77	24.6838	3082	24.7147	-111.77	24.6338	-111.778	319.3	-6.62654e+06	1.46078e+06	3098	0	Vent	5.04181	4805.22	15.0492	0	NotEquant	0	2	Ceraunius
276	276	-111.884	23.9011	2914	23.9514	-111.898	23.8436	-111.872	391.9	-6.63198e+06	1.41918e+06	2926	0	Vent	-12.412	6530.07	16.6626	0	NotEquant	0	2	Ceraunius
277	277	-111.689	21.2625	2699	21.245	-111.69	21.2754	-111.684	289.1	-6.62048e+06	1.26025e+06	2699	0	Vent	9.91125	1829.35	6.32773	0	NotEquant	0	2	Ceraunius
278	278	-117.639	17.837	2041	17.7581	-117.686	17.9294	-117.564	281.8	-6.96828e+06	1.06292e+06	2491	0	Vent	34.1791	12255.5	43.4901	0	NotEquant	0	2	Ceraunius
279	279	-117.015	18.5285	2127	18.4339	-117.082	18.5429	-117.008	524.2	-6.94011e+06	1.09261e+06	2546	0	Vent	32.6015	7654.88	14.603	0	NotEquant	0	2	Ceraunius
280	280	-99.7308	24.8896	1741	24.8837	-99.7412	24.8832	-99.7115	183.4	-5.91232e+06	1.475e+06	1832	0	Vent	-88.9956	1596.67	8.70596	0	NotEquant	0	2	Ceraunius
281	281	-104.99	24.5284	2044	24.5337	-104.991	24.5195	-104.993	454	-6.22364e+06	1.45343e+06	2078	0	Vent	7.77348	852.496	1.87775	0	NotEquant	0	2	Ceraunius
282	282	-103.768	18.2393	2231	18.2402	-103.791	18.2185	-103.734	183.4	-6.14996e+06	1.08057e+06	2235	0	Vent	-68.4104	3480.38	18.977	0	NotEquant	0	1	NE Ascreaus
283	283	-103.674	16.701	3367	16.6944	-103.682	16.6949	-103.667	198	-6.14488e+06	989299	3374	0	Vent	88.0991	849.991	4.29288	0	NotEquant	0	1	NE Ascreaus
284	284	-104.035	16.9202	3039	16.9339	-104.072	16.9256	-103.972	239.9	-6.16659e+06	1.00275e+06	3039	0	Vent	-84.9982	5667.64	23.625	0	NotEquant	0	1	NE Ascreaus
285	285	-101.131	10.9428	3626	10.9155	-101.142	10.9406	-101.131	287.1	-5.99534e+06	646645	3604	0	Vent	23.6939	1623.55	5.655	0	NotEquant	0	1	NE Ascreaus
286	286	-101.044	10.82	3656	10.8087	-101.033	10.8137	-101.053	294.6	-5.99019e+06	641079	3660	0	Vent	-75.8495	1197.91	4.06624	0	NotEquant	0	1	NE Ascreaus
287	287	-101.182	10.4378	3442	10.4504	-101.296	10.4229	-101.132	213.4	-5.99532e+06	617559	3458	0	Vent	-80.3758	9711.32	45.5076	0	NotEquant	0	1	NE Ascreaus
288	288	-105.429	-9.33274	6831	-9.36704	-105.401	-9.39845	-105.344	290.2	-6.24816e+06	-554503	6840	0	Vent	-60.5499	3780.27	13.0264	0	NotEquant	0	6	Syria Planum
289	289	-108.253	-11.1483	6218	-11.1506	-108.252	-11.1182	-108.215	274.3	-6.41442e+06	-660124	6224	0	Vent	48.7737	2909.4	10.6066	0	NotEquant	0	6	Syria Planum
290	290	-104.911	-12.5418	6571						-6.21903e+06	-743525	6575	1	NoVent				0		0	6	Syria Planum
291	291	-104.761	-12.3483	6612	-12.3778	-104.765	-12.3308	-104.744	217.2	-6.20921e+06	-732359	6614	0	Vent	23.8929	3042.59	14.0082	0	NotEquant	0	6	Syria Planum
292	292	-104.894	-11.8231	6727						-6.21758e+06	-700923	6727	1	NoVent				0		0	6	Syria Planum
293	293	-104.253	-10.6393	7007						-6.18e+06	-630949	7008	1	NoVent				0		0	6	Syria Planum
294	294	-103.32	-12.7961	6906						-6.12448e+06	-758267	6906	1	NoVent				0		0	6	Syria Planum
295	295	-103.435	-12.8712	6876	-12.8704	-103.453	-12.8812	-103.455	502.9	-6.13058e+06	-762900	6877	0	Vent		651.274	1.29504	1	Equant	0	6	Syria Planum
296	296	-103.298	-11.8374	7032						-6.12316e+06	-701359	7034	1	NoVent				0		0	6	Syria Planum
297	297	-103.416	-11.4155	7167						-6.12953e+06	-676818	7168	1	NoVent				0		0	6	Syria Planum
298	298	-103.41	-11.6033	7052	-11.6161	-103.433	-11.5943	-103.39	514.2	-6.12871e+06	-684755	7090	0	Vent	62.5775	2796.65	5.43883	0	NotEquant	0	6	Syria Planum
299	299	-104.633	-11.2374	6865	-11.2353	-104.663	-11.236	-104.656	299.2	-6.20225e+06	-666122	6866	0	Vent		388.915	1.29985	1	Equant	0	6	Syria Planum
300	300	-103.902	-13.1829	6650	-13.185	-103.921	-13.182	-103.91	290.8	-6.15971e+06	-781459	6652	0	Vent	74.1813	661.082	2.27332	0	NotEquant	0	6	Syria Planum
301	301	-103.736	-13.1813	6648	-13.1906	-103.761	-13.1896	-103.747	643.6	-6.14852e+06	-781442	6650	0	Vent		802.469	1.24684	1	Equant	0	6	Syria Planum
302	302	-102.849	-12.5548	6953	-12.5337	-102.836	-12.5493	-102.847	412.7	-6.09577e+06	-743961	6964	0	Vent	33.2124	1103.94	2.67491	0	NotEquant	0	6	Syria Planum
303	303	-102.823	-11.4837	7306						-6.09444e+06	-680573	7308	1	NoVent				0		0	6	Syria Planum
304	304	-102.456	-11.6276	7449						-6.07268e+06	-688886	7449	1	NoVent				0		0	6	Syria Planum
305	305	-102.086	-10.7374	7608	-10.7548	-102.095	-10.7974	-102.043	311	-6.04953e+06	-636123	7615	0	Vent	-50.105	3929.45	12.6349	0	NotEquant	0	6	Syria Planum
306	306	-101.698	-10.6083	7870	-10.6158	-101.699	-10.6044	-101.689	285.6	-6.02819e+06	-628570	7870	0	Vent	40.6971	891.349	3.12097	0	NotEquant	0	6	Syria Planum
307	307	-101.973	-10.3643	7648						-6.04479e+06	-614313	7648	1	NoVent				0		0	6	Syria Planum
308	308	-101.752	-10.9415	7702						-6.03149e+06	-648497	7702	1	NoVent				0		0	6	Syria Planum
309	309	-101.031	-10.8407	7680	-10.8443	-101.036	-10.8393	-101.031	360.3	-5.98828e+06	-642506	7680	0	Vent		392.376	1.08903	1	Equant	0	6	Syria Planum
310	310	-100.9	-11.5754	7500						-5.98043e+06	-686524	7501	1	NoVent				0		0	6	Syria Planum
311	311	-100.811	-11.4455	7545	-11.4364	-100.816	-11.4502	-100.808	519	-5.97254e+06	-680039	7574	0	Vent	-28.4008	928.292	1.78862	0	NotEquant	0	6	Syria Planum
312	312	-101.495	-12.3706	7309	-12.3127	-101.574	-12.3679	-101.467	209.3	-6.01622e+06	-732895	7310	0	Vent	-62.2708	7022.28	33.5513	0	NotEquant	0	6	Syria Planum
313	313	-103.112	-8.07842	7433	-8.06911	-103.123	-8.08844	-103.122	240.7	-6.11244e+06	-478621	7435	0	Vent	-2.18195	1144.7	4.75571	0	NotEquant	0	6	Syria Planum
314	314	-100.148	-10.1222	7540						-5.93647e+06	-598952	7543	1	NoVent				0		0	6	Syria Planum
315	315	-100.255	-12.6074	7456						-5.94252e+06	-746765	7458	1	NoVent				0		0	6	Syria Planum
316	316	-100.325	-11.9564	7433	-11.9418	-100.369	-11.9554	-100.331	176.9	-5.94803e+06	-708335	7442	0	Vent	-69.666	2309.76	13.0569	0	NotEquant	0	6	Syria Planum
317	317	-100.613	-10.3492	7628						-5.96372e+06	-612445	7628	1	NoVent				0		0	6	Syria Planum
318	318	-98.8684	-14.6713	7240	-14.6676	-98.894	-14.6719	-98.884	336.8	-5.85965e+06	-869415	7243	0	Vent	-66.1055	625.653	1.85764	0	NotEquant	0	6	Syria Planum
319	319	-99.0945	-13.747	7313	-13.7386	-99.1105	-13.7441	-99.1053	354.1	-5.87443e+06	-814340	7315	0	Vent		442.111	1.24855	1	Equant	0	6	Syria Planum
320	320	-99.6533	-11.7267	7334	-11.7377	-99.6607	-11.7345	-99.655	145.2	-5.90689e+06	-694405	7339	0	Vent	59.5454	379.959	2.6168	0	NotEquant	0	6	Syria Planum
321	321	-102.402	-13.4793	6893	-13.4923	-102.421	-13.4715	-102.395	182	-6.0694e+06	-798594	6898	0	Vent	51.0379	1958.9	10.7632	0	NotEquant	0	6	Syria Planum
322	322	-102.133	-14.5319	6964						-6.05416e+06	-861133	6969	1	NoVent				0		0	6	Syria Planum
323	323	-101.629	-15.633	6915	-15.6508	-101.642	-15.615	-101.615	265.1	-6.02305e+06	-927760	6922	0	Vent	36.3721	2636.57	9.94555	0	NotEquant	0	6	Syria Planum
324	324	-100.243	-15.7218	6954						-5.94209e+06	-931476	6956	1	NoVent				0		0	6	Syria Planum
325	325	-99.1695	-19.8742	5423						-5.87858e+06	-1.17785e+06	5424	1	NoVent				0		0	6	Syria Planum
326	326	-100.702	-14.1491	7126	-14.155	-100.722	-14.1411	-100.703	201.7	-5.96987e+06	-839362	7128	0	Vent	52.7511	1358.28	6.73415	0	NotEquant	0	6	Syria Planum
327	327	-99.7318	-14.0617	7563						-5.91146e+06	-833296	7563	1	NoVent				0		0	6	Syria Planum
328	328	-99.4044	-13.8579	7479	-13.8663	-99.4224	-13.8589	-99.4012	167.6	-5.89252e+06	-821745	7480	0	Vent	70.107	1290.76	7.70143	0	NotEquant	0	6	Syria Planum
329	329	-99.6544	-15.1729	7207						-5.90732e+06	-899518	7210	1	NoVent				0		0	6	Syria Planum
330	330	-99.7346	-15.6357	7254	-15.6192	-99.7472	-15.6276	-99.7352	749.1	-5.91154e+06	-926871	7255	0	Vent		850.11	1.13484	1	Equant	0	6	Syria Planum
331	331	-98.8333	-16.2035	6732						-5.85916e+06	-961627	6735	1	NoVent				0		0	6	Syria Planum
332	332	-98.4126	-12.4825	6938	-12.4661	-98.4118	-12.4732	-98.4128	268.8	-5.83278e+06	-739799	6938	0	Vent	8.25877	421.078	1.56651	0	NotEquant	0	6	Syria Planum
333	333	-98.4354	-14.9438	7151	-14.9505	-98.4286	-14.9545	-98.4243	264.3	-5.83373e+06	-886099	7158	0	Vent		346.274	1.31016	1	Equant	0	6	Syria Planum
334	334	-99.1805	-11.317	7265	-11.315	-99.1838	-11.3411	-99.1606	169.5	-5.87866e+06	-671181	7300	0	Vent	-41.12	2046.42	12.0733	0	NotEquant	0	6	Syria Planum
335	335	-98.8644	-13.2525	7142						-5.86007e+06	-785202	7143	1	NoVent				0		0	6	Syria Planum
336	336	-99.4685	-13.1787	7358	-13.1793	-99.5052	-13.1907	-99.5051	317.3	-5.89755e+06	-780991	7354	0	Vent	-0.74493	669.054	2.10858	0	NotEquant	0	6	Syria Planum
337	337	-100.291	-12.7115	7424						-5.94576e+06	-753637	7427	1	NoVent				0		0	6	Syria Planum
338	338	-100.435	-11.7737	7392						-5.95323e+06	-698062	7392	1	NoVent				0		0	6	Syria Planum
339	339	-99.9673	-11.6402	7411	-11.6486	-99.9669	-11.6389	-99.9525	120.1	-5.92487e+06	-690277	7420	0	Vent	55.5838	1016.33	8.46233	0	NotEquant	0	6	Syria Planum
340	340	-95.8104	-17.4866	5657						-5.67862e+06	-1.03659e+06	5662	1	NoVent				0		0	6	Syria Planum
341	341	-94.825	-18.2664	5177	-18.2595	-94.8315	-18.372	-94.724	183.4	-5.62021e+06	-1.08338e+06	5183	0	Vent	-42.1957	8981.36	48.9714	0	NotEquant	0	6	Syria Planum
